epoch,train_loss,val_loss,val_acc,val_macro_f1,val_middle_recall,val_q_RMSE,score
1,1.422085844553434,1.3091435432434082,0.8166666666666667,0.8324081861508271,0.5769230769230769,0.21247965409697483,1.285728770309582
2,1.1624060731667738,0.9653746783733368,0.7166666666666667,0.7386800334168755,0.34615384615384615,0.20796067826168557,1.9593223586457005
3,0.8859491164867694,0.7241377830505371,0.8166666666666667,0.8386736808544556,0.5769230769230769,0.17063230828906698,1.2672476525982181
4,0.5890841025572556,0.4733831435441971,0.9666666666666667,0.9707936507936509,0.9230769230769231,0.1365202818576601,0.25138220044967385
5,0.3943451436666342,0.38038234412670135,1.0,1.0,1.0,0.11265034960892757,0.022530069921785516
6,0.33363397190204036,0.3381877541542053,1.0,1.0,1.0,0.1040263310627509,0.02080526621255018
7,0.3095173675280351,0.3339278995990753,1.0,1.0,1.0,0.09279547299345467,0.018559094598690935
8,0.29459591668385726,0.2956322431564331,1.0,1.0,1.0,0.08723772460165212,0.017447544920330425
9,0.28086829758607423,0.3303690701723099,1.0,1.0,1.0,0.08889877746288423,0.017779755492576845
10,0.28440653819304246,0.3057658225297928,1.0,1.0,1.0,0.08870949501011804,0.01774189900202361
11,0.26396459111800563,0.2968974784016609,1.0,1.0,1.0,0.09099308387978125,0.01819861677595625
12,0.2546600389939088,0.2987482100725174,1.0,1.0,1.0,0.08857934898155259,0.01771586979631052
13,0.238851771904872,0.2660384774208069,1.0,1.0,1.0,0.08913899107438407,0.017827798214876813
14,0.2595089307198158,0.3647357374429703,0.95,0.9563360227812056,0.8846153846153846,0.09234568272695858,0.35444080607187545
15,0.24508765110602745,0.2738989219069481,1.0,1.0,1.0,0.09220588466228874,0.01844117693245775
16,0.21905853771246397,0.29423513263463974,1.0,1.0,1.0,0.09172159529719708,0.018344319059439416
17,0.2131083859847142,0.28457484394311905,1.0,1.0,1.0,0.09081737352245677,0.018163474704491353
18,0.20886097046045157,0.2872239202260971,1.0,1.0,1.0,0.08892649141234153,0.017785298282468307
19,0.2204131529881404,0.2956364005804062,1.0,1.0,1.0,0.09013131030465683,0.01802626206093137
20,0.20098219009546134,0.2716590389609337,1.0,1.0,1.0,0.09065973626950835,0.01813194725390167
21,0.18534627900673792,0.26214202493429184,1.0,1.0,1.0,0.09008452415122373,0.018016904830244745
22,0.18308272843177503,0.27873997390270233,1.0,1.0,1.0,0.09072425523190694,0.01814485104638139
23,0.1933567879291681,0.2698054015636444,1.0,1.0,1.0,0.09124560748074825,0.018249121496149653
24,0.19001307166539705,0.2734939977526665,1.0,1.0,1.0,0.09244798563744418,0.018489597127488835
25,0.16976814487805733,0.26866117864847183,1.0,1.0,1.0,0.09301786981776267,0.018603573963552535
26,0.17419362297424903,0.27719760686159134,1.0,1.0,1.0,0.09362016692432902,0.018724033384865803
