Dataset,Method,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
MTW_CM,B2_TCN_GRU,3,0.42942844813301845,0.3241800616648322,0.6583679858910606,0.25428845821089746,0.059883740892538506,0.4301708259380385,0.32112347564966914,0.556683251907678,0.12219327244265286,23.0,21.333333333333332,0.03226869411655956,,,,
MTW_CM,B2_TCN_GRU,13,0.482214457614128,0.4393180834739292,0.6793607839256975,0.23058254992813465,0.40801091656795546,0.5034415986760791,0.14985303332401992,0.5155308411423987,0.3346161255335813,38.0,8.333333333333334,0.04316580483035933,,,,
MTW_CM,B2_TCN_GRU,23,0.6018244214362919,0.543193427637733,0.7269215355819793,0.5921789033480138,0.3104798439832059,0.605626302086632,0.5800964887121539,0.3673572810988463,0.0525462301889997,33.0,0.0,0.032818081274067636,,,,
MTW_CM,B2_TCN_GRU,33,0.5086668562571139,0.48027421274013743,0.7008464819708045,0.37442391246023066,0.3655522437893773,0.5362633647788454,0.2920296728036828,0.35494198052977305,0.3530283466665441,39.666666666666664,16.666666666666668,0.04619496981381377,,,,
MTW_CM,B2_TCN_GRU,43,0.46046838886217584,0.3826783126978733,0.6419693967593509,0.256042618924917,0.25002292240935203,0.5779453591315146,0.26783244979714854,0.6298565876206291,0.1023109625822222,28.0,7.666666666666667,0.0275264506365317,,,,
MTW_CM,B2_TCN_GRU,53,0.4314618939620456,0.36115596277923306,0.6062990420662314,0.25608738905165507,0.22108145721981268,0.4530414844818617,0.22984703226770664,0.5713113771526334,0.19884159057965997,28.333333333333332,28.333333333333332,0.044251998053918606,,,,
MTW_CM,B2_TCN_GRU,63,0.4390226058144983,0.33498656131588095,0.6528336595771962,0.28633640733062543,0.06578961703982127,0.5478863353674944,0.36663150137329376,0.612902033979042,0.0204664646476642,11.0,8.333333333333334,0.029967595227093833,,,,
MTW_CM,B2_TCN_GRU,73,0.5127159393277744,0.46144068041882386,0.7840253408582362,0.40488978846958407,0.19540691192865103,0.38947512450656685,0.4434078359913414,0.3428353428983985,0.21375682111026004,32.333333333333336,1.0,0.0394525013485401,,,,
MTW_CM,B2_TCN_GRU,83,0.5002381677311146,0.4403360120747875,0.6586242444111189,0.32263211961627275,0.33975167219697117,0.5837485034565326,0.3157989290912872,0.4869897873823121,0.19721128352640063,35.666666666666664,32.666666666666664,0.03890047289586653,,,,
MTW_CM,B2_TCN_GRU,93,0.5033085529322235,0.4129970843618462,0.6949205177193173,0.4831047882624427,0.06096594710377878,0.5575867495860178,0.5185526518561564,0.44543030254310095,0.0360170456007426,28.666666666666668,5.333333333333333,0.0406399292527072,,,,
