Metric,Mean,Std,Min,Max,N
Acc,0.39517279210093254,0.07939899746126901,0.2940208447613823,0.5249588590235875,10
Macro-F1,0.325354878197897,0.11536991424446523,0.1575772874483667,0.5333857443100908,10
E-F1,0.5759703095225921,0.1136813135553476,0.4640835872877666,0.8595664467483506,10
M-F1,0.22487857463661629,0.21993242011617517,0.0051746442432082,0.65439672801636,10
L-F1,0.17521575043448243,0.14670987800014815,0.0,0.3662207357859531,10
M-Precision,0.7090697507910032,0.20125295374936183,0.4193548387096774,1.0,10
M-Recall,0.1758127438231469,0.20150387691278102,0.0026007802340702,0.6241872561768531,10
M_to_E,0.4944083224967491,0.2942790464664249,0.0754226267880364,0.9245773732119636,10
M_to_L,0.329778933680104,0.2535098961881252,0.036410923276983,0.6332899869960988,10
Rev,44.1,19.5303183111114,11.0,69.0,10
Jump,34.7,34.57696728555971,0.0,96.0,10
Smooth,0.052046121264101665,0.017087237138761143,0.0275486276740883,0.0793404388241469,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
