Metric,Mean,Std,Min,Max,N
Acc,0.3577077363896848,0.05758214552750737,0.2974212034383954,0.4441260744985673,10
Macro-F1,0.28031303990970835,0.08311191435942326,0.186656082767479,0.4107834977972466,10
E-F1,0.5824217277218395,0.06299179949132366,0.4935960591133005,0.6635761589403973,10
M-F1,0.1311847307820632,0.11741482453271858,0.0108459869848156,0.3087349397590361,10
L-F1,0.12733266122522252,0.10132416197995389,0.0165289256198347,0.3342541436464088,10
M-Precision,0.14669276634150677,0.11154443125741363,0.0188679245283018,0.3055141579731744,10
M-Recall,0.12283105022831049,0.12049491305990769,0.0076103500761035,0.3120243531202435,10
M_to_E,0.8517503805175037,0.12378088764881597,0.6514459665144596,0.969558599695586,10
M_to_L,0.025418569254185692,0.01945301020015788,0.0,0.0563165905631659,10
Rev,18.9,2.8067379246694517,14.0,24.0,10
Jump,4.0,3.3333333333333335,0.0,10.0,10
Smooth,0.04172369124148761,0.003944118544765923,0.0365865951287426,0.0485066129224819,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
