Method,Dataset,Task,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
B2_TCN_GRU,MTW_CM,D2M,3,0.6655761541257724,0.5571443602513425,0.931306990881459,0.7035546613011402,0.0365714285714285,0.567027027027027,0.926678445229682,0.0256183745583038,0.0477031802120141,19,0,0.0114149063543634,,,,
B2_TCN_GRU,MTW_CM,D2M,13,0.6913849509269356,0.6712939526461262,0.866418307610431,0.4315861130020422,0.7158774373259053,0.940652818991098,0.2800353356890459,0.2093639575971731,0.5106007067137809,25,0,0.0152950777144888,,,,
B2_TCN_GRU,MTW_CM,D2M,23,0.8633224282079244,0.8661977926765938,0.9319123741859088,0.8309352517985612,0.8357457520453115,0.8461538461538461,0.8162544169611308,0.07773851590106,0.1060070671378091,34,0,0.0325993038868135,,,,
B2_TCN_GRU,MTW_CM,D2M,33,0.7659033078880407,0.7728354080300172,0.9213893967093236,0.6713742531233026,0.7257425742574257,0.8716502115655853,0.5459363957597173,0.0282685512367491,0.4257950530035335,37,2,0.0397308888778041,,,,
B2_TCN_GRU,MTW_CM,D2M,43,0.7848055252635405,0.7913742594288156,0.9455958549222798,0.7520938023450586,0.6764331210191082,0.714968152866242,0.7932862190812721,0.0,0.2067137809187279,52,0,0.0092383835766684,,,,
B2_TCN_GRU,MTW_CM,D2M,53,0.4827335514358415,0.3724409832736824,0.6058801637513956,0.5114427860696518,0.0,0.5854214123006833,0.4540636042402827,0.5459363957597173,0.0,23,0,0.0071672447774087,,,,
B2_TCN_GRU,MTW_CM,D2M,63,0.6644856415848782,0.5440800825095882,0.9218543046357616,0.7103859428930028,0.0,0.5508515815085158,1.0,0.0,0.0,2,0,0.010651475211722,,,,
B2_TCN_GRU,MTW_CM,D2M,73,0.6321337695383497,0.5080282731179655,0.8646900269541778,0.6593947923997185,0.0,0.547953216374269,0.8277385159010601,0.1722614840989399,0.0,21,0,0.0155800673297268,,,,
B2_TCN_GRU,MTW_CM,D2M,83,0.856415848782261,0.8572738578588505,0.9263406010606954,0.8329809725158562,0.8125,0.7988645579886455,0.8701413427561837,0.0856890459363957,0.0441696113074204,36,0,0.0204472505257721,,,,
B2_TCN_GRU,MTW_CM,D2M,93,0.6724827335514358,0.544333046626195,0.9131985731272296,0.7173191771731918,0.0024813895781637,0.5743889479277364,0.9549469964664312,0.0450530035335689,0.0,14,0,0.0257367690377143,,,,
