Method,Dataset,Task,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
B2_TCN_GRU,MTW_CM,D1M,3,0.2974212034383954,0.1903490466583035,0.5282024248813917,0.0263157894736842,0.0165289256198347,0.039274924471299,0.0197869101978691,0.9604261796042618,0.0197869101978691,14,3,0.0368756206959062,,,,
B2_TCN_GRU,MTW_CM,D1M,13,0.3312320916905444,0.2593630218341569,0.5632377740303541,0.0157170923379174,0.1991341991341991,0.0221606648199446,0.0121765601217656,0.9315068493150684,0.0563165905631659,20,9,0.0424134891950546,,,,
B2_TCN_GRU,MTW_CM,D1M,23,0.4171919770773639,0.350158223024608,0.6635761589403973,0.2912047302291204,0.0956937799043062,0.2830459770114942,0.2998477929984779,0.684931506849315,0.015220700152207,18,0,0.0383063122613011,,,,
B2_TCN_GRU,MTW_CM,D1M,33,0.3289398280802292,0.2375655726627129,0.5560488346281909,0.1068139963167587,0.0498338870431893,0.1351981351981352,0.0882800608828006,0.9117199391171994,0.0,24,1,0.0485066129224819,,,,
B2_TCN_GRU,MTW_CM,D1M,43,0.3025787965616046,0.1990833912164377,0.5162287480680062,0.0108459869848156,0.0701754385964912,0.0188679245283018,0.0076103500761035,0.9649923896499238,0.0273972602739726,21,2,0.04267442449791,,,,
B2_TCN_GRU,MTW_CM,D1M,53,0.4441260744985673,0.4107834977972466,0.6464516129032258,0.2516447368421052,0.3342541436464088,0.2737030411449016,0.2328767123287671,0.7427701674277016,0.0243531202435312,21,4,0.0462483105602002,,,,
B2_TCN_GRU,MTW_CM,D1M,63,0.3289398280802292,0.2480721739291683,0.5664217071791973,0.0735294117647058,0.1042654028436018,0.0928074245939675,0.060882800608828,0.9193302891933028,0.0197869101978691,19,6,0.0424589547479683,,,,
B2_TCN_GRU,MTW_CM,D1M,73,0.3931232091690544,0.3429080238284153,0.6278195488721805,0.1809045226130653,0.22,0.2011173184357542,0.1643835616438356,0.7808219178082192,0.0547945205479452,18,3,0.0393480489158256,,,,
B2_TCN_GRU,MTW_CM,D1M,83,0.3020057306590258,0.186656082767479,0.4935960591133005,0.0461361014994233,0.0202360876897133,0.0952380952380952,0.030441400304414,0.969558599695586,0.0,16,2,0.0365865951287426,,,,
B2_TCN_GRU,MTW_CM,D1M,93,0.4315186246418338,0.3781913653785558,0.6626344086021505,0.3087349397590361,0.1632047477744807,0.3055141579731744,0.3120243531202435,0.6514459665144596,0.0365296803652968,18,10,0.0438185434894856,,,,
