seed,Acc,MacroF1,E_F1,M_F1,L_F1,M_Precision,M_Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2
0,0.9265350877192983,0.9295860138152121,0.9013876603479228,0.9064072656741455,0.9809631154235682,0.9182913221820123,0.8965805128595826,0.09441047813140761,0.00900900900900893,6.0,0.0,0.09174367436743674,,,
