feature,mi_stage,mi_q,spearman_abs_q,domain_instability,feature_score,selected_rank,max_abs_corr_with_selected
ch3_wp_energy_ratio_8__rel,0.8242386524947665,2.2558456443648796,0.7738190654671575,0.1598771479146179,2.0658519775087716,1,
ch1_q25__online_rank,0.8203037966638109,1.185371998593241,0.838799843639238,0.031667937873777474,1.7674705115835851,2,0.6240030799628147
ch1_q25__rel,0.6128665050560951,1.7394611857037479,0.7948883292859606,0.015773831462823136,1.7146323106533068,3,0.9012950340892119
ch3_wp_energy_8__rel,0.6988425384626986,1.0992086326635033,0.8396760989532643,0.010044429956141366,1.6117561176808404,4,0.8416706527943523
ch2_skew__rel,0.6129342162913245,1.5907509986902553,0.7104244997292334,0.08560514695628613,1.5917621608784247,5,0.8548284338422244
ch3_wp_energy_ratio_5__rel,0.6865107505960752,1.0920353754878724,0.8223104496201084,0.0518939242260477,1.5714820808883811,6,0.849302698332728
ch3_wp_energy_ratio_6__rel,0.5885871953424577,1.4699994802893488,0.7677588141812979,0.03751776596832274,1.5710818626887766,7,0.850681788890321
ch2_kurtosis__online_rank,0.6349093074812682,1.231216961398078,0.828239629826067,0.11291782644905493,1.5453367318658897,8,0.8428369589879904
ch2_std__rel,0.5075799092231177,1.518513710308759,0.8367265182545712,0.09970794012739034,1.5151195047489228,9,0.8918852108093261
ch2_wp_energy_2__rel,0.6335639838549412,1.1089334421477486,0.8098608306105478,0.07804934776367387,1.5031532721106629,10,0.8804112057551935
ch1_rms__rel,0.5048574714188074,1.599901782455054,0.738693642601784,0.08359537862791527,1.492331963331168,11,0.8642048998816624
ch1_wp_energy_2__rel,0.608130978515252,1.238570510251038,0.7288737679804882,0.03279058845661089,1.4918476213840954,12,0.8270075103398986
ch6_wp_energy_8__rel,0.5897462191122387,1.6452234146067357,0.5718596833451802,0.174415758607071,1.4780263464631944,13,0.6145626076462525
ch1_shape_factor__rel,0.7494778759214249,1.779069509100934,0.06992163555424497,0.04691238112115785,1.4691375578613237,14,0.3266985201935582
ch2_kurtosis__rel,0.5383372876831831,1.5625333836834034,0.7162968987389798,0.2653340106005221,1.440154091336949,15,0.9095483499293868
ch1_std__rel,0.519654132976769,1.5225596751987212,0.6673201826700728,0.10103699361063653,1.4361785852988154,16,0.9129310478154402
ch3_wp_energy_ratio_8__online_rank,0.5951964327808201,1.199254480622257,0.5942016640042185,0.019310225858881005,1.394507480428404,17,0.6716471285896519
ch1_wp_energy_4__rel,0.5501259649651629,1.1298951840782894,0.7444541176506126,0.05679996436187238,1.3901716530702621,18,0.9004875511136629
