feature,mi_stage,mi_q,spearman_abs_q,domain_instability,feature_score,selected_rank,max_abs_corr_with_selected
ch1_skew__online_rank,0.6315875137948874,1.5131374882370694,0.3572467631476128,0.10511966085122561,1.3840382244906086,19,0.7208530161869833
ch2_wp_energy_ratio_8__rel,0.5514537199484388,1.2642766969168346,0.809325348511098,0.3178022861959394,1.3829940773767,20,0.8523269868422595
ch1_rms_freq__rel,0.4630087060329624,1.9296585765002159,0.4826017305931434,0.21960877971055784,1.3732579573388677,21,0.5370447456912208
ch1_shape_factor__online_rank,0.5748324325562004,1.5868152363609571,0.3125430707220593,0.028028752452123967,1.3497896340770446,22,0.9127852696035579
ch1_spec_centroid__rel,0.4670123679633924,1.9562164562749307,0.23144520594154022,0.028311600253023296,1.3157751676352467,23,0.8827220939905566
ch4_band_power_q1__rel,0.5280245096925442,1.0712880468045083,0.6622915253456036,0.021482884428654394,1.3125191064334296,24,0.8056832065987884
ch1_spec_entropy__rel,0.5938412818242467,1.7671660931008764,0.18771869852174977,0.2333653193175757,1.293300965017789,25,0.597659320220475
ch3_band_power_q4__rel,0.5238844812065024,0.912325530066199,0.7592841362108823,0.05937938402296469,1.2924103553582698,26,0.8775723207067453
ch2_min__rel,0.5031230183141122,0.9014961217422419,0.8138317408872809,0.08498481263507089,1.2868217358210376,27,0.8183464129632451
ch1_dom_power__slope,0.611332511136345,0.8855460395411097,0.5748223535061567,0.04031760285373655,1.2844480095189463,28,0.718857830815085
ch2_dom_power__rel,0.43775714622047546,1.1820434008745275,0.7457690367140752,0.07044544018089452,1.280765117278036,29,0.862242697629732
ch1_min__online_rank,0.6320958439570836,0.769138459437074,0.7164099592501709,0.223755028961442,1.2802151066068572,30,0.8173961968437004
ch1_rms_freq__online_rank,0.38489909501533237,1.5130806397161685,0.6845562746622695,0.14193804198118065,1.2797948647883597,31,0.8986898303809403
ch3_wp_energy_2__rel,0.5162740823544605,1.089867818514338,0.7876055852561231,0.3013327350593736,1.2770718416900118,32,0.8156755908094999
ch2_q25__online_rank,0.5273968158878417,1.1828370670733883,0.6863431687493611,0.2763345868819001,1.2749011083557953,33,0.7461027125230286
ch1_band_power_q4__rel,0.5645582719000746,1.0737990555738892,0.5287816131110253,0.04777878652071361,1.2709510804697575,34,0.8487603604025824
ch6_q75__rel,0.5255791402175374,1.0510685922414775,0.8106639834557268,0.347478467973475,1.270258788633742,35,0.8576157658554875
ch5_band_power_q1__rel,0.42094916946028005,1.3139344106028288,0.6623001961717216,0.05077417156838698,1.2694152779628096,36,0.8584780138021536
ch1_skew__rel,0.6214815068187802,1.563209142814967,0.11352075213409632,0.06957781258138442,1.2688370367561652,37,0.8662675044417228
ch1_wp_energy_5__rel,0.482487461629417,0.9717573096604344,0.7405066420390631,0.029211707190501413,1.2679058217783201,38,0.8959605384948858
ch1_band_ratio_q4_q1__rel,0.5756602279948837,2.015322927445458,0.2238374231056035,0.5657818043701859,1.263676226578799,39,0.658427398094881
ch6_q25__rel,0.526355115642734,1.0288734459805506,0.840415800184124,0.39814921372487116,1.2619727985977633,40,0.849380508120917
ch2_mean_abs__rel,0.38373685983850203,1.2255742504071585,0.7890403960666662,0.06758732479257352,1.2613781876241235,41,0.9002986795393033
ch1_spec_centroid__online_rank,0.42858319437338155,1.5238196766194037,0.47489771109042,0.01409967536841823,1.2610372553482956,42,0.9114861929775359
ch6_rms__rel,0.49260325716037623,1.0788605447423243,0.7585313210265181,0.23045379818655495,1.2559981707355181,43,0.8904111097754429
ch4_q25__rel,0.5107729668125007,1.1370784258637947,0.7163593755563598,0.30769372674795953,1.2461325647402912,44,0.8730238603906226
ch2_ptp__rel,0.5027141647620572,0.8057627959286333,0.7746575577874337,0.0690641730172848,1.2368917560403236,45,0.9146259241467388
