Metric,Mean,Std,Min,Max,N
Acc,0.5236768113877335,0.051989194693438164,0.4322843422503144,0.599416650751845,10
Macro-F1,0.47635193670056236,0.0652924977761764,0.3609139609155396,0.556207495841556,10
E-F1,0.5967719232937199,0.10574923720849408,0.4160950537032411,0.6985387817007366,10
M-F1,0.33220655311701014,0.04031104290891726,0.27286517167829455,0.3974585654338127,10
L-F1,0.5000773336909572,0.08337412158868927,0.3391544062685002,0.6131096501724216,10
M-Precision,0.626295901438571,0.13806107489496638,0.39009215611330533,0.7653547394509368,10
M-Recall,0.32225899425657006,0.06393099181903276,0.23845781231487548,0.422046857588479,10
M_to_E,0.4227072785438432,0.10304769680335521,0.30730441862137486,0.5841691422938542,10
M_to_L,0.25503372719958584,0.07953197198398711,0.13239616680654173,0.38355115001261303,10
Rev,32.16666666666667,5.1478150704935,25.0,38.0,10
Jump,30.566666666666663,7.0343952156089955,19.666666666666668,41.333333333333336,10
Smooth,0.06035024896264072,0.0069943320582246254,0.04999509577949837,0.06903707608580584,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
