Metric,Mean,Std,Min,Max,N
Acc,0.5050429799426934,0.10099953029282108,0.3965616045845272,0.6429799426934097,10
Macro-F1,0.4669855697013186,0.12567206581975018,0.3051048177278028,0.6348249992711282,10
E-F1,0.6028410176426391,0.06457192736293593,0.5197095435684648,0.7123695976154992,10
M-F1,0.35400155312589043,0.09936066358748319,0.1739130434782608,0.5074925074925075,10
L-F1,0.4441141383354264,0.2612879758387462,0.0,0.7337723424270931,10
M-Precision,0.5629560009452487,0.13749845511959555,0.3502304147465437,0.7383720930232558,10
M-Recall,0.2648401826484018,0.08520571569855191,0.1156773211567732,0.3866057838660578,10
M_to_E,0.6645357686453566,0.11837012804766152,0.4459665144596644,0.8356164383561631,10
M_to_L,0.07062404870624032,0.053111302252820354,0.0136986301369862,0.1674277016742767,10
Rev,26.1,7.460265112953799,14.0,40.0,10
Jump,22.5,11.481869766433224,4.0,39.0,10
Smooth,0.05729551203548901,0.012254066474058557,0.0361638851463794,0.0789206773042678,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
