Method,Dataset,Task,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
B4_HTT_Net,MTW_CM,D2M,3,0.5372591784805525,0.4982706955446337,0.3112033195020747,0.4694560669456067,0.7141527001862198,0.4459459459459459,0.495583038869258,0.0,0.5044169611307416,49,0,0.0685353130102157,,,,
B4_HTT_Net,MTW_CM,D2M,13,0.5427117411850236,0.4603400793526064,0.1179190751445086,0.6061365059486538,0.656964656964657,0.469447138700291,0.8551236749116607,0.0,0.1448763250883391,48,0,0.0544632673263549,,,,
B4_HTT_Net,MTW_CM,D2M,23,0.7629952744456562,0.7758450216250506,0.9095780308104487,0.6813294232649071,0.7366276107997962,0.762582056892779,0.6157243816254417,0.0,0.384275618374558,22,2,0.0430133678019046,,,,
B4_HTT_Net,MTW_CM,D2M,33,0.7219193020719739,0.7062765048121676,0.7629179331306991,0.7474413998019148,0.6084701815038893,0.5967316816025303,1.0,0.0,0.0,20,1,0.0319312699139118,,,,
B4_HTT_Net,MTW_CM,D2M,43,0.6314067611777535,0.6272338674766633,0.5953408110440035,0.5428313796212805,0.7435294117647059,0.5543278084714549,0.5318021201413428,0.0,0.4681978798586568,30,2,0.0330628268420696,,,,
B4_HTT_Net,MTW_CM,D2M,53,0.7048346055979644,0.6947356008396578,0.5989672977624785,0.7102069950035689,0.7750325097529259,0.5958083832335329,0.8789752650176679,0.0,0.121024734982332,38,1,0.0554728433489799,,,,
B4_HTT_Net,MTW_CM,D2M,63,0.7004725554343875,0.7092600871548239,0.7759398496240602,0.6023166023166023,0.7495238095238095,0.6638297872340425,0.5512367491166078,0.0,0.4487632508833918,24,2,0.0364226549863815,,,,
B4_HTT_Net,MTW_CM,D2M,73,0.8149763722282807,0.8175838887861898,0.808199121522694,0.8007827788649706,0.8437697659709045,0.71890372452565,0.9037102473498232,0.0,0.0962897526501766,44,2,0.052244383841753,,,,
B4_HTT_Net,MTW_CM,D2M,83,0.5358051617593602,0.5084285698974651,0.1762870514820592,0.5036378334680679,0.845360824742268,0.4642324888226528,0.5503533568904594,0.2703180212014132,0.179328621908127,44,45,0.069107785820961,,,,
B4_HTT_Net,MTW_CM,D2M,93,0.5368956743002544,0.4770829283038565,0.7333333333333333,0.4854537559704733,0.212461695607763,0.4773697694278394,0.4938162544169611,0.4443462897526498,0.0618374558303886,41,14,0.0621931999921798,,,,
