Metric,Mean,Std,Min,Max,N
Acc,0.6784158415841585,0.037913920221135836,0.6,0.76,101
Macro-F1,0.4394290447002964,0.02899525174567818,0.3773148148148148,0.5,101
E-F1,0.0,0.0,0.0,0.0,101
M-F1,0.5791953189126962,0.06231101815918501,0.4444444444444444,0.7,101
L-F1,0.7390918151881929,0.027869353042188218,0.6875,0.8125,101
M-Precision,0.679942637120855,0.05353607077593538,0.5714285714285714,0.8571428571428571,101
M-Recall,0.5076507650765076,0.07525969005748898,0.3636363636363636,0.6363636363636364,101
M_to_E,0.0,0.0,0.0,0.0,101
M_to_L,0.4923492349234476,0.07525969005748215,0.3636363636363305,0.6363636363635785,101
Rev,3.4455445544554455,0.49950470517808887,3.0,4.0,101
Jump,0.0,0.0,0.0,0.0,101
Smooth,0.2194946369636964,0.01028872876988309,0.1897916666666666,0.243125,101
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
