Dataset,Method,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
NASA_Milling,B1_RF,0,0.6542822966507177,0.38437328954570327,0.0,0.40714285714285714,0.7459770114942528,0.6125,0.32499999999999996,0.0,0.6749999999999181,3.0,0.0,0.2642162698412698,,,,
NASA_Milling,B1_RF,1,0.634712918660287,0.371691411238825,0.0,0.38055555555555554,0.7345186781609194,0.625,0.2939393939393939,0.0,0.706060606060524,2.75,0.0,0.27992807539682535,,,,
NASA_Milling,B1_RF,2,0.6229186602870813,0.352850624545234,0.0,0.3294956140350877,0.7290562596006145,0.53125,0.2522727272727272,0.0,0.7477272727271838,2.75,0.0,0.28309027777777773,,,,
NASA_Milling,B1_RF,3,0.6101913875598086,0.3441541963371774,0.0,0.3106837606837607,0.7217788283277715,0.5119047619047619,0.2295454545454545,0.0,0.7704545454544544,3.25,0.0,0.2789657738095238,,,,
NASA_Milling,B1_RF,4,0.611555023923445,0.3429539359847524,0.0,0.30657894736842106,0.7222828605858362,0.53125,0.2295454545454545,0.0,0.7704545454544544,2.75,0.0,0.2758258928571428,,,,
NASA_Milling,B1_RF,5,0.6201913875598086,0.34626477147168994,0.0,0.30670426065162903,0.7320900537634409,0.5625,0.22954545454545452,0.0,0.7704545454544545,2.5,0.0,0.27515873015873016,,,,
NASA_Milling,B1_RF,6,0.6447129186602871,0.38814085020981565,0.0,0.4293650793650793,0.7350574712643678,0.6583333333333333,0.34393939393939393,0.0,0.656060606060529,2.75,0.0,0.2712648809523809,,,,
NASA_Milling,B1_RF,7,0.6347129186602871,0.3746766831096641,0.0,0.3891559829059829,0.7348740664230097,0.5952380952380952,0.2939393939393939,0.0,0.7060606060605241,3.0,0.0,0.27580605158730154,,,,
NASA_Milling,B1_RF,8,0.6460765550239235,0.38529166627053163,0.0,0.4158119658119658,0.7400630329996292,0.6666666666666666,0.3189393939393939,0.0,0.6810606060605265,3.0,0.0,0.2786483134920635,,,,
NASA_Milling,B1_RF,9,0.6360765550239235,0.37717998922846413,0.0,0.3973909131803869,0.7341490545050056,0.65625,0.29621212121212115,0.0,0.7037878787877972,2.5,0.0,0.2714632936507936,,,,
NASA_Milling,B1_RF,10,0.6560765550239235,0.3929545015195738,0.0,0.4324786324786325,0.746384872080089,0.675,0.3416666666666666,0.0,0.6583333333332558,3.0,0.0,0.27869791666666666,,,,
NASA_Milling,B1_RF,11,0.641555023923445,0.365981207412659,0.0,0.3507326007326007,0.7472110215053763,0.6309523809523809,0.2545454545454545,0.0,0.745454545454457,2.25,0.0,0.26896577380952374,,,,
NASA_Milling,B1_RF,12,0.6474401913875598,0.38389899060047256,0.0,0.4063756913021619,0.745321280499256,0.6666666666666666,0.29621212121212115,0.0,0.7037878787877971,2.75,0.0,0.27003720238095236,,,,
NASA_Milling,B1_RF,13,0.6460765550239235,0.3829768514557168,0.0,0.4047008547008547,0.7442296996662958,0.6785714285714286,0.29621212121212115,0.0,0.7037878787877972,3.0,0.0,0.27319940476190474,,,,
NASA_Milling,B1_RF,14,0.601555023923445,0.3424677294289363,0.0,0.31587301587301586,0.711530172413793,0.5178571428571428,0.2318181818181818,0.0,0.7681818181817276,2.75,0.0,0.2753521825396825,,,,
NASA_Milling,B1_RF,15,0.6201913875598086,0.35413184640103434,0.0,0.3384615384615385,0.7239340007415647,0.5083333333333333,0.27499999999999997,0.0,0.724999999999913,3.0,0.0,0.27015625,,,,
NASA_Milling,B1_RF,16,0.6360765550239234,0.3734764227572391,0.0,0.3850511695906432,0.7353780986810742,0.6145833333333333,0.2939393939393939,0.0,0.7060606060605241,2.75,0.0,0.274156746031746,,,,
NASA_Milling,B1_RF,17,0.6474401913875598,0.3892245754665987,0.0,0.427610693400167,0.7400630329996292,0.6895833333333333,0.32348484848484843,0.0,0.6765151515150729,3.0,0.0,0.27674851190476185,,,,
NASA_Milling,B1_RF,18,0.642488038277512,0.3829672961138478,0.0,0.4133928571428571,0.7355090311986864,0.6041666666666666,0.32499999999999996,0.0,0.6749999999999181,2.5,0.0,0.2721602182539682,,,,
NASA_Milling,B1_RF,19,0.6374401913875598,0.38055384510125884,0.0,0.40714285714285714,0.7345186781609194,0.6636904761904762,0.2984848484848484,0.0,0.7015151515150704,2.75,0.0,0.2764310515873016,,,,
NASA_Milling,B1_RF,20,0.645645933014354,0.3753177786266021,0.0,0.38103991596638653,0.7449134199134199,0.6041666666666666,0.27954545454545454,0.0,0.7204545454544595,2.5,0.0,0.2788764880952381,,,,
NASA_Milling,B1_RF,21,0.6638516746411482,0.39984133140600847,0.0,0.4474780701754386,0.752045924042587,0.6375,0.35,0.0,0.6499999999999206,2.75,0.0,0.2710143849206349,,,,
NASA_Milling,B1_RF,22,0.5888277511961723,0.32751989568627937,0.0,0.27718334297281666,0.7053763440860215,0.4895833333333333,0.2068181818181818,0.0,0.793181818181725,3.0,0.0,0.26795138888888886,,,,
NASA_Milling,B1_RF,23,0.6342822966507178,0.36645087957694067,0.0,0.364752024291498,0.734600614439324,0.5729166666666666,0.2772727272727272,0.0,0.7227272727271863,3.0,0.0,0.27178819444444446,,,,
NASA_Milling,B1_RF,24,0.6001913875598086,0.3371233341821577,0.0,0.29621848739495793,0.7151515151515151,0.5416666666666666,0.20909090909090908,0.0,0.7909090909089982,3.0,0.0,0.26220982142857135,,,,
NASA_Milling,B1_RF,25,0.6133492822966506,0.3527422957731121,0.0,0.3359440267335004,0.7222828605858361,0.6145833333333333,0.24848484848484845,0.0,0.7515151515150653,2.5,0.0,0.26359126984126985,,,,
NASA_Milling,B1_RF,26,0.6429186602870813,0.3669988984558169,0.0,0.35581140350877194,0.745185291858679,0.5625,0.27499999999999997,0.0,0.724999999999913,2.5,0.0,0.2557862103174603,,,,
NASA_Milling,B1_RF,27,0.6333492822966507,0.37475764461303945,0.0,0.39401709401709395,0.7302558398220245,0.5916666666666667,0.31666666666666665,0.0,0.6833333333332534,2.5,0.0,0.27807787698412695,,,,
NASA_Milling,B1_RF,28,0.6333492822966507,0.36689056968369504,0.0,0.3622598162071846,0.7384118928439006,0.6458333333333333,0.2712121212121212,0.0,0.7287878787877946,2.5,0.0,0.26651785714285714,,,,
NASA_Milling,B1_RF,29,0.631555023923445,0.36528673370485903,0.0,0.36265664160401,0.7332035595105673,0.5625,0.2772727272727272,0.0,0.7227272727271863,2.75,0.0,0.27479662698412693,,,,
