Metric,Mean,Std,Min,Max,N
Acc,0.6008337675872851,0.030020608556427377,0.5263157894736842,0.631578947368421,101
Macro-F1,0.28196773700358535,0.04159485960418973,0.2298850574712644,0.3269476372924648,101
E-F1,0.0,0.0,0.0,0.0,101
M-F1,0.103010301030103,0.11103780687503324,0.0,0.2222222222222222,101
L-F1,0.7428929099806533,0.017421989416683138,0.6666666666666666,0.7586206896551724,101
M-Precision,0.1537953795379538,0.16619735905307165,0.0,0.3333333333333333,101
M-Recall,0.07755775577557754,0.08354757937727444,0.0,0.1666666666666666,101
M_to_E,0.0,0.0,0.0,0.0,101
M_to_L,0.9224422442242686,0.08354757937726055,0.8333333333331945,0.9999999999998334,101
Rev,2.0,0.0,2.0,2.0,101
Jump,0.0,0.0,0.0,0.0,101
Smooth,0.2389576457645764,0.014614511958490698,0.2047222222222222,0.2777777777777778,101
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
