Metric,Mean,Std,Min,Max,N
Acc,0.6881188118811884,0.038046134983758306,0.6363636363636364,0.7272727272727273,101
Macro-F1,0.43505814867201,0.03462963985715528,0.3873015873015872,0.4702380952380952,101
E-F1,0.0,0.0,0.0,0.0,101
M-F1,0.5422795851013673,0.08194586694550082,0.4285714285714285,0.625,101
L-F1,0.762894860914663,0.02196898848513521,0.7333333333333333,0.7857142857142857,101
M-Precision,1.0,0.0,1.0,1.0,101
M-Recall,0.37623762376237624,0.07609226996751657,0.2727272727272727,0.4545454545454545,101
M_to_E,0.0,0.0,0.0,0.0,101
M_to_L,0.623762376237567,0.07609226996750963,0.5454545454544959,0.7272727272726611,101
Rev,3.237623762376238,0.4505222492060774,2.0,4.0,101
Jump,0.0,0.0,0.0,0.0,101
Smooth,0.2887482319660537,0.012044355546379554,0.2585714285714286,0.3283333333333333,101
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
