Metric,Mean,Std,Min,Max,N
Acc,0.8427631578947368,0.07082009272805607,0.7302631578947368,0.9605263157894736,10
Macro-F1,0.842464205777271,0.0715442646087686,0.7282489291791782,0.9621926815323042,10
E-F1,0.8585112487273744,0.07060461380844307,0.7771428571428571,0.9545454545454546,10
M-F1,0.8244684413211617,0.07544112512843135,0.7132352941176471,0.9433962264150944,10
L-F1,0.8444129272832767,0.12121959736630604,0.6779661016949152,0.9886363636363636,10
M-Precision,0.798969109778122,0.12644324864243892,0.6024844720496895,1.0,10
M-Recall,0.8729729729729729,0.11021061933792534,0.6486486486486487,1.0,10
M_to_E,0.04144144144144106,0.10334868756540436,0.0,0.3243243243243214,10
M_to_L,0.0855855855855848,0.08496429039516508,0.0,0.2612612612612589,10
Rev,2.4,1.6465452046971292,1.0,6.0,10
Jump,0.4,0.5163977794943223,0.0,1.0,10
Smooth,0.05035829655826087,0.011745094407975179,0.0320270955562591,0.0699608102440834,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
