Metric,Mean,Std,Min,Max,N
Acc,0.9286184210526317,0.02552965026150198,0.8881578947368421,0.9769736842105264,10
Macro-F1,0.9289370179416835,0.026818254286992426,0.8801748316788433,0.9770912675620465,10
E-F1,0.9238544448229774,0.061760259356090426,0.7737226277372263,0.994011976047904,10
M-F1,0.9167546859388354,0.028853997417920427,0.8835616438356164,0.973384030418251,10
L-F1,0.9462019230632371,0.03835522638673757,0.8834355828220859,0.994475138121547,10
M-Precision,0.9155826481520293,0.07291679443351258,0.7914110429447853,1.0,10
M-Recall,0.9279069767441861,0.07829500004147885,0.7984496124031008,1.0,10
M_to_E,0.03720930232558109,0.05152431454517589,0.0,0.1317829457364331,10
M_to_L,0.03488372093023226,0.047400352268330725,0.0,0.1395348837209291,10
Rev,2.9,1.3703203194062978,1.0,5.0,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.0601898610591888,0.006146555033281792,0.0525374896824359,0.0696720406413078,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
