dataset,task,group,channel_set,seed,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,Method,kind,variant,oracle_wear_reference
mendeley,D3-M,cross_machine_dual,primary,72,0.3077345035655512,0.1968581363318205,0.4988146040777619,0.0154440154440154,0.0763157894736842,0.75,0.0078023407022106,"early,middle,late",0.7256176853055917,0.2665799739921977,769,28,53,0.0642893986413712,0.2323656513352183,0.2948860668118232,-1.2502357466155414,0.4876523071926882,0.0746807667051854,0.0196972160385205,A1,ablation,raw,
mendeley,D3-M,cross_machine_dual,primary,72,0.3093801426220515,0.201325026803742,0.5004775549188156,0.0255754475703324,0.0779220779220779,0.7692307692307693,0.0130039011703511,"early,middle,late",0.7100130039011704,0.2769830949284785,769,31,55,0.0597148543301162,0.2323656513352183,0.2948860668118232,-1.2502357466155414,0.4876523071926882,0.0746807667051854,0.0196972160385205,A2,ablation,raw_fine,
mendeley,D3-M,cross_machine_dual,primary,72,0.3274821722435546,0.2307985062516791,0.5067961165048543,0.1209964412811387,0.0646029609690444,0.6891891891891891,0.0663198959687906,"early,middle,late",0.6814044213263979,0.2522756827048114,769,46,12,0.0820634060172832,0.2323656513352183,0.2948860668118232,-1.2502357466155414,0.4876523071926882,0.0746807667051854,0.0196972160385205,A3,ablation,raw_prior,
mendeley,D3-M,cross_machine_dual,primary,72,0.3230938014262205,0.2243769188027772,0.505324298160697,0.1009615384615384,0.0668449197860962,0.6666666666666666,0.0546163849154746,"early,middle,late",0.6879063719115734,0.2574772431729519,769,43,16,0.0765331886604526,0.2323656513352183,0.2948860668118232,-1.2502357466155414,0.4876523071926882,0.0746807667051854,0.0196972160385205,A4,ablation,mix,
mendeley,D3-M,cross_machine_dual,primary,72,0.3395501919912232,0.2489352825593753,0.5185919682697074,0.161547212741752,0.0666666666666666,0.6454545454545455,0.0923276983094928,"early,middle,late",0.64629388816645,0.2613784135240572,769,32,2,0.0647970261972212,0.2323656513352183,0.2948860668118232,-1.2502357466155414,0.4876523071926882,0.0746807667051854,0.0196972160385205,A5,ablation,ordered,
mendeley,D3-M,cross_machine_dual,primary,72,0.3351618211738892,0.2422521038766078,0.5177514792899408,0.1355140186915887,0.0734908136482939,0.6666666666666666,0.0754226267880364,"early,middle,late",0.6527958387516255,0.2717815344603381,769,35,11,0.0665071088621306,0.2323656513352183,0.2948860668118232,-1.2502357466155414,0.4876523071926882,0.0746807667051854,0.0196972160385205,A6,ablation,final,
mendeley,D3-M,cross_machine_dual,primary,72,0.3077345035655512,0.1968581363318205,0.4988146040777619,0.0154440154440154,0.0763157894736842,0.75,0.0078023407022106,"early,middle,late",0.7256176853055917,0.2665799739921977,769,28,53,0.0642893986413712,0.2323656513352183,0.2948860668118232,-1.2502357466155414,0.4876523071926882,0.0746807667051854,0.0196972160385205,B11,baseline,raw,
mendeley,D3-M,cross_machine_dual,primary,72,0.3351618211738892,0.2422521038766078,0.5177514792899408,0.1355140186915887,0.0734908136482939,0.6666666666666666,0.0754226267880364,"early,middle,late",0.6527958387516255,0.2717815344603381,769,35,11,0.0665071088621306,0.2323656513352183,0.2948860668118232,-1.2502357466155414,0.4876523071926882,0.0746807667051854,0.0196972160385205,B12,proposed,final,
mendeley,D3-M,cross_machine_dual,primary,72,0.4492594624245749,0.37646783254416566,0.6872069658405894,0.0,0.4421965317919075,0.0,0.0,"early,middle,late",0.3016905071521456,0.6983094928478544,769,29,60,0.07592759482567299,,,,,,,B7,baseline,b7,
mendeley,D3-M,cross_machine_dual,primary,72,0.2874382885353812,0.17909262905802556,0.5004916420845624,0.012919896640826873,0.02386634844868735,1.0,0.006501950585175552,"early,middle,late",0.6254876462938882,0.3680104031209363,769,58,110,0.09646921009337017,,,,,,,B8,baseline,b8,
mendeley,D3-M,cross_machine_dual,primary,72,0.4690071311025782,0.40593929495005215,0.7053364269141531,0.010256410256410256,0.5022250476795931,0.36363636363636365,0.005201560468140442,"early,middle,late",0.23146944083224968,0.7633289986996099,769,58,112,0.049902330973482394,,,,,,,B9,baseline,b9,
mendeley,D3-M,cross_machine_dual,primary,72,0.5606143719144268,0.4888018857643906,0.8518518518518519,0.005188067444876783,0.6093657379964433,1.0,0.002600780234070221,"early,middle,late",0.1846553966189857,0.812743823146944,769,21,43,0.049225498648233404,,,,,,,B10,baseline,b10,
mendeley,D3-M,cross_machine_dual,primary,72,0.9248491497531541,0.9268215116612054,0.972972972972973,0.9095709570957096,0.8979206049149339,0.9235924932975871,0.8959687906371911,"early,middle,late",0.02340702210663199,0.08062418725617686,769,0,0,0.006593406593406593,,,,,,,B1,baseline,b1,True
mendeley,D3-M,cross_machine_dual,primary,72,0.4492594624245749,0.47195296429836614,0.6180469715698393,0.3723076923076923,0.4255042290175667,0.455743879472693,0.31469440832249673,"early,middle,late",0.027308192457737322,0.657997399219766,769,209,61,0.45714285714285713,,,,,,,B2,baseline,b2,False
mendeley,D3-M,cross_machine_dual,primary,72,0.35490948985189247,0.29349081438566565,0.5672853828306265,0.19720767888307156,0.11597938144329897,0.29973474801061006,0.1469440832249675,"early,middle,late",0.6007802340702211,0.25227568270481143,769,169,146,0.13382783882783883,,,,,,,B3,baseline,b3,False
mendeley,D3-M,cross_machine_dual,primary,72,0.29292375205704885,0.17524406992172467,0.4600090375056484,0.04987531172069826,0.01584786053882726,0.6060606060606061,0.02600780234070221,"early,middle,late",0.8517555266579974,0.1222366710013004,769,65,96,0.144631889752131,,,,,,,B4,baseline,b4,False
mendeley,D3-M,cross_machine_dual,primary,72,0.3477783872737246,0.27882658674278876,0.5119667013527576,0.17729083665338646,0.14722222222222223,0.37872340425531914,0.11573472041612484,"early,middle,late",0.7347204161248374,0.14954486345903772,769,125,141,0.1268379120879121,,,,,,,B5,baseline,b5,False
mendeley,D3-M,cross_machine_dual,primary,72,0.46297312122874384,0.4178095209624931,0.6464788732394366,0.09988649262202043,0.5070631970260223,0.39285714285714285,0.05721716514954486,"early,middle,late",0.3862158647594278,0.5565669700910273,769,132,175,0.2699261885704855,,,,,,,B6,baseline,b6,False
