feature,MI_stage,MI_q,Spearman_q,distribution_instability,final_score,instability_group,selected,rank,max_abs_corr_with_selected
force_sensor_y__zero_crossing_rate__rel,0.5889406185817836,1.540616361245184,0.7302607686207321,0.27616714314367563,2.2155207365663228,domain_id,True,1,0.0
force_sensor_y__dominant_freq__rel,0.6203713765593462,1.9702871432469231,0.4298984998827775,0.49351140849340047,2.1024989558496014,domain_id,True,2,0.26645223447197663
force_sensor_x__spectral_rolloff95__rank,0.4881426810796967,1.5393542969542948,0.6791009257182119,0.1546267179135249,2.0135079649151533,domain_id,True,3,0.32782348573607395
force_sensor_x__clearance_factor__rel,0.6051894455831341,1.4001573121234157,0.45779827962739356,0.1538085651694764,1.929675757349084,domain_id,True,4,0.5199156931518572
force_sensor_x__impulse_factor__rel,0.5894138136835436,1.2956818638638032,0.5004273737560658,0.048347436821878066,1.918876908039056,domain_id,False,5,
force_sensor_y__spectral_rolloff95__rel,0.5682231352780527,2.725674392036234,0.05011569376201343,0.6720871125737514,1.899190263642787,domain_id,True,6,0.17956075211801534
force_sensor_z__spectral_rolloff95__rel,0.42425890386947973,1.8545385610523204,0.5243001073161837,0.2273553440919852,1.8646151257818588,domain_id,True,7,0.2915548481951054
force_sensor_x__crest_factor__rel,0.5571610740837734,1.1668612016306281,0.5422591583054063,0.11782246971978357,1.8543470293876676,domain_id,True,8,0.8578196347760298
force_sensor_y__zero_crossing_rate__rank,0.4204078563907798,1.1483087926088569,0.7528474299905795,0.072793573712684,1.8421424616754691,domain_id,True,9,0.7907022946473509
force_sensor_y__dominant_freq__rank,0.4650607876754931,1.5307318538132506,0.5268890016712773,0.5246551934963769,1.7840987118273168,domain_id,True,10,0.7846100769725181
force_sensor_x__impulse_factor__rank,0.5034292522296309,0.8496595270474763,0.6225357080185249,0.05570252149469256,1.7373278721660168,domain_id,False,11,
position_control_deviation_axis_y__dominant_freq__rel,0.5667234719540339,1.9005923525845088,0.24638030807909178,1.529340318385739,1.7037722434570035,domain_id,True,12,0.20569269818503025
force_sensor_x__clearance_factor__rank,0.49324159660190037,0.8111352561382179,0.6052814535055779,0.09116477149263962,1.6859304798915822,domain_id,False,13,
force_sensor_x__crest_factor__rank,0.46495748305051965,0.8501260869907452,0.6413620599772142,0.22996941994365322,1.6769742364988893,domain_id,False,14,
force_sensor_z__dominant_amp__rel,0.3597728303789276,1.0826104634578275,0.7395367210868865,0.6261690683685591,1.6518320134761706,domain_id,True,15,0.6256183534105221
force_sensor_z__spectral_skewness__rank,0.3623630883103912,0.8539587137645888,0.7345084613482412,0.07676293007372245,1.6213993728924743,domain_id,True,16,0.6615256331387701
force_sensor_x__spectral_rolloff95__rel,0.5665529572383947,1.764807603281827,0.04743259143961157,0.33806903996307824,1.5730431285845219,domain_id,True,17,0.3632306196908034
force_sensor_x__shape_factor__rel,0.41953489673062094,1.7388611204734605,0.3049194008345415,0.5513584540174862,1.5627666380362375,domain_id,True,18,0.7494920560881446
force_sensor_z__dominant_amp__rank,0.3163348803651591,0.9327716010456446,0.742675702702906,0.5398827141067574,1.5383326031575877,domain_id,False,19,
force_sensor_z__spectral_skewness__rel,0.3205289590323299,0.8451793891209558,0.714202820772184,0.004272963629545121,1.5376372521362207,domain_id,False,20,
force_sensor_z__spectral_kurtosis__rank,0.35389431511362757,0.7213799121734348,0.6890044231910685,0.025079942694177165,1.5185413573319775,domain_id,True,21,0.867603867280081
force_sensor_x__kurtosis__rank,0.3310346394821355,0.9955606106558319,0.6651480303084657,0.49407260818695986,1.512190436450316,domain_id,True,22,0.656848101908027
force_sensor_x__p2p__rel,0.43109561097908844,1.1610187034552593,0.38741481668784705,0.39061033551526253,1.4670009025179334,domain_id,True,23,0.8552338506328099
force_sensor_x__kurtosis__rel,0.3078978396540275,1.0281294121320115,0.6148843816853868,0.32356314030720557,1.453594686097653,domain_id,False,24,
force_sensor_z__spectral_kurtosis__rel,0.30276158509912277,0.8669223405559587,0.5631081331425113,0.030026365224558798,1.3633510167385523,domain_id,False,25,
force_sensor_z__spectral_entropy__rel,0.2780450683350706,0.8094745793476088,0.6345721985156433,0.14729227895574132,1.3621418878425657,domain_id,True,26,0.7840362984506075
force_sensor_y__mean__rel,0.291617443295364,0.9357796217952141,0.5798833302908823,0.32106161394245236,1.3585759528128147,domain_id,True,27,0.5557182890299354
force_sensor_z__spectral_entropy__rank,0.2687381668253206,0.8187809200919807,0.6184773982250862,0.008521560895507459,1.3482798654398431,domain_id,False,28,
force_sensor_x__shape_factor__rank,0.36116407358632174,0.9794894903523939,0.4606296960428816,0.5662504841060872,1.3431369747745754,domain_id,False,29,
position_control_deviation_axis_x__dominant_freq__rel,0.4256432602773099,1.4125548502209906,0.1591885133923594,0.298274932640687,1.3318433047843323,domain_id,True,30,0.1905133736843445
force_sensor_y__shape_factor__rel,0.2705369448847863,1.4336150529353207,0.3982326563266531,0.39585526379191655,1.3189164972201408,domain_id,True,31,0.5162863289938437
force_sensor_y__shape_factor__rank,0.2887262680438849,1.200485451549182,0.39685767268432165,0.20562765057614904,1.2798975115179658,domain_id,False,32,
force_sensor_x__peak__rel,0.39796910612923697,0.9912292751687435,0.31558332766830094,0.47481751066534644,1.2708398556402694,domain_id,False,33,
force_sensor_x__p2p__rank,0.3357321870247514,0.8987361050283247,0.43682749015756317,0.3893259920267285,1.2661911212227277,domain_id,False,34,
force_sensor_x__total_power__rel,0.376898665683602,1.3657874045878828,0.1828093403291944,0.4347603747110479,1.2460818750709206,domain_id,True,35,0.502652896575043
force_sensor_x__energy__rel,0.20586724308551996,0.9581317847338395,0.6572203076477072,1.1328939472754143,1.2251548926284097,domain_id,True,36,0.5342607169905748
force_sensor_y__spectral_rolloff95__rank,0.29856120230667216,2.240861017060795,0.0377346612758747,1.4564759176737165,1.195477013081813,domain_id,True,37,0.5839422588784662
force_sensor_x__rms__rel,0.1874574950600627,0.9707541238511004,0.6450376066272934,1.1187174717637296,1.189357571043547,domain_id,False,38,
force_sensor_y__energy__rel,0.3217120080565039,1.3627012633469038,0.267992048102175,1.1036885777301684,1.1746185807509837,domain_id,True,39,0.4706008454709711
force_sensor_z__mean__rel,0.26613646941351,0.7199417237120551,0.49099875961639633,0.06728191916103006,1.174346989500918,domain_id,True,40,0.5167408024667977
force_sensor_x__abs_mean__rel,0.1947978160977193,1.0537132544247432,0.5967259953356758,1.2448086050619538,1.1708971754175757,domain_id,False,41,
force_sensor_x__spectral_rms__rel,0.3462309554606262,1.2737776757138466,0.17081448613036856,0.4758114308909336,1.146670132400607,domain_id,False,42,
force_sensor_x__dominant_amp__rel,0.3845121670281646,1.1286996400134561,0.14211959869917418,0.40464316796881544,1.1333129399024466,domain_id,True,43,0.918576138115759
force_sensor_x__mean__rel,0.253946818470546,0.8610681958098683,0.43845418560781174,0.29587405373337916,1.1314047789175259,domain_id,True,44,0.7394334470812884
position_control_deviation_axis_x__spectral_rolloff95__rel,0.42885727233367055,1.7044897985927983,0.022553200665750693,2.097497822821142,1.1289392829301708,domain_id,True,45,0.3706801938006891
force_sensor_x__dominant_freq__rel,0.42533075478909943,1.1298067879291382,0.05017540558239426,0.2823738432920515,1.1197382166828014,domain_id,True,46,0.27227535223831856
force_sensor_y__rms__rel,0.3187651509049405,1.4251401217066233,0.18023786858073843,1.0395777174232295,1.1114963970646627,domain_id,False,47,
force_sensor_z__p2p__rel,0.32227177520617833,0.9978235108256128,0.352798878838474,1.2562464276491017,1.1107212522000594,domain_id,True,48,0.5719464112685686
position_control_deviation_axis_y__dominant_freq__rank,0.41470014833492663,1.5616857458072713,0.06872679672299042,2.0459018968173304,1.1048137786964398,domain_id,True,49,0.3557366421704972
force_sensor_y__spectral_entropy__rank,0.33231998011412434,1.0968865139645647,0.2877203888304118,1.200703258169889,1.103862683058222,domain_id,True,50,0.6536172819062604
position_control_deviation_axis_y__spectral_rolloff95__rel,0.2940761900988811,1.4757055943980446,0.16714823240109858,0.7987591683092695,1.1011980567719932,domain_id,True,51,0.4293637644546189
force_sensor_x__peak__rank,0.3374677986404411,0.8628798159635367,0.27962303264973537,0.4481349789923074,1.0927232666601034,domain_id,False,52,
force_sensor_z__band4_energy_ratio__rel,0.20901363336351197,0.7104939824823413,0.5001651437835091,0.05322496716880239,1.0893527019420906,domain_id,True,53,0.3984281800796251
force_sensor_z__spectral_spread__rank,0.22365179511069289,0.5247994244286143,0.5612491602799479,0.24403249006300864,1.0866353975999334,domain_id,True,54,0.7167541735460369
force_sensor_z__kurtosis__rel,0.3553083552916074,1.0351074026300155,0.18963926714146345,0.532732309834132,1.0865330001010252,domain_id,True,55,0.6630388334426904
position_control_deviation_axis_x__spectral_rolloff95__rank,0.3267888310047542,1.5080437431264073,0.1383136241630701,1.3161828016984893,1.0855298429817106,domain_id,True,56,0.4407291253900089
force_sensor_y__spectral_entropy__rel,0.27284644903073163,1.184689093912343,0.3076495061769592,0.958593891775376,1.0843598807484,domain_id,False,57,
force_sensor_y__variance__rel,0.3386174870424372,1.3990057653499064,0.1506430692472654,1.244935649363913,1.0838428637716306,domain_id,False,58,
force_sensor_z__spectral_variance__rank,0.21932291097065137,0.5238266878092084,0.5612491602799479,0.24403249006300864,1.0792991298235153,domain_id,False,59,
force_sensor_z__dominant_freq__rel,0.33950777614464145,1.1631862121136458,0.14858531997922655,0.5034333015204446,1.0701113411952494,domain_id,True,60,0.20038630374815547
force_sensor_y__spectral_rms__rel,0.3650766525624385,1.440451175027682,0.06566005037633016,1.187096602119679,1.0625341142792948,domain_id,False,61,
force_sensor_y__abs_mean__rel,0.3280970960547238,1.3897938941297028,0.13189306762214248,1.086123008405193,1.0605410455262314,domain_id,False,62,
force_sensor_y__total_power__rel,0.3475427546986678,1.3377643868576294,0.1298018478848783,1.2443720992870506,1.0548820939753487,domain_id,False,63,
force_sensor_z__band2_energy_ratio__rel,0.211242021425613,0.5339646577967887,0.5651104215455457,0.4790110143575045,1.0504915660970158,domain_id,True,64,0.6448759216120866
force_sensor_y__std__rel,0.34579453760594014,1.4557350643363436,0.07748498760422635,1.180735675028003,1.0495412324282436,domain_id,False,65,
force_sensor_x__energy__rank,0.1922699829812764,0.7059222795980693,0.5748590494519796,1.1947003276060195,1.021807391336204,domain_id,False,66,
force_sensor_z__band2_energy_ratio__rank,0.2083763753436645,0.5054702772219133,0.5379588923619986,0.3957185642300866,1.016509625911025,domain_id,True,67,0.8839230591937965
force_sensor_x__rms__rank,0.18734050214084608,0.7047697222147322,0.5748761875123123,1.1955596880682882,1.0133683898519656,domain_id,False,68,
