epoch,train_loss,val_loss,mono_valid_pairs,mono_violations,mono_violation_rate,mono_loss
0,1.291404232527737,1.1418813362766806,2886,1449,0.502079002079002,0.011198856080552648
1,0.6813508321658271,1.3916204334633184,2886,1444,0.5003465003465003,0.032042959059536434
2,0.4966666470570768,1.3655575271265539,2886,1414,0.48995148995148996,0.03570102555043083
3,0.46894573112490473,1.2588372956365101,2886,1421,0.4923769923769924,0.035104333912014604
4,0.5153144528147074,1.3744792935607506,2886,1435,0.4972279972279972,0.03141505675217282
5,0.3996701684381459,1.2380827573924125,2886,1440,0.498960498960499,0.02907275995105275
6,0.37101373959648876,1.1240383636255566,2886,1437,0.4979209979209979,0.027987218735297827
7,0.371168469904876,1.3187733990240154,2886,1465,0.5076230076230076,0.02541353452497083
8,0.3152460371208474,1.5162033260263588,2886,1423,0.49306999306999305,0.02307612992353245
9,0.35668107393362986,1.4440345741912919,2886,1411,0.4889119889119889,0.02146195738455446
10,0.2808262932937372,1.5964181545173608,2886,1444,0.5003465003465003,0.018984545664583744
11,0.2780891829282758,1.547742167840137,2886,1430,0.4954954954954955,0.017762810779133727
12,0.3352857555801824,1.2189604022057585,2886,1425,0.49376299376299376,0.01640586176039248
13,0.24812492986916695,1.5926248059435149,2886,1431,0.49584199584199584,0.01488129885886608
14,0.26870784391439745,1.4890100889106161,2886,1415,0.4902979902979903,0.014049499688363243
15,0.29236235625805074,1.4198606912650646,2886,1412,0.48925848925848925,0.013065014017014166
16,0.25695845629321334,1.355436794362077,2886,1435,0.4972279972279972,0.012834989539191691
17,0.2563658814634522,1.6816594420199162,2886,1413,0.4896049896049896,0.012664892435503741
18,0.2531525695083194,1.6570230880719932,2886,1387,0.4805959805959806,0.012311522923572397
19,0.23451103374706592,1.680684161140267,2886,1400,0.4851004851004851,0.012594914745823103
20,0.21192095496781427,1.505367479652855,2886,1416,0.49064449064449067,0.013028916105233115
21,0.20167282845127324,1.7612614220357885,2886,1443,0.5,0.01277583317705566
22,0.20873513209959382,1.713717189795728,2886,1401,0.48544698544698545,0.012933827491763934
23,0.1803741186605882,1.7703973497843475,2886,1392,0.48232848232848236,0.013092865175181729
24,0.2009606395470224,2.120598581882052,2886,1395,0.48336798336798337,0.013683747229001059
