Metric,Mean,Std,Min,Max,N
Acc,0.8848684210526315,0.02331172327354087,0.8552631578947368,0.9210526315789472,10
Macro-F1,0.887285320623255,0.023361884362519927,0.8576339932399807,0.923734778520974,10
E-F1,0.8987262994328221,0.009143495755054083,0.8770053475935828,0.90625,10
M-F1,0.8440845955328011,0.0347307779349889,0.7981651376146789,0.8983050847457628,10
L-F1,0.9190450669041418,0.031360534913546415,0.88,0.9723756906077348,10
M-Precision,0.831121080958386,0.016801119311351025,0.7982456140350878,0.8524590163934426,10
M-Recall,0.8585585585585586,0.05777172150836665,0.7837837837837838,0.954954954954955,10
M_to_E,0.0,0.0,0.0,0.0,10
M_to_L,0.14144144144144014,0.057771721508366125,0.0450450450450446,0.2162162162162142,10
Rev,0.0,0.0,0.0,0.0,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.013524001557379931,0.00026359201046462536,0.0132393697276711,0.0139740826562047,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
