Metric,Mean,Std,Min,Max,N
Acc,0.8171052631578947,0.06537147914987024,0.7467105263157895,0.9177631578947368,10
Macro-F1,0.8174970612868098,0.06837670438914199,0.7379725501002956,0.923053240622284,10
E-F1,0.8887281667761286,0.05441702794565057,0.8195121951219512,0.9879518072289156,10
M-F1,0.7181415127308678,0.1270819083534284,0.574585635359116,0.8979591836734694,10
L-F1,0.8456215043534332,0.07058533451332487,0.7368421052631579,0.9285714285714286,10
M-Precision,0.9748568914072375,0.0458109810027045,0.855072463768116,1.0,10
M-Recall,0.5922480620155038,0.18698442883121671,0.4031007751937984,0.9147286821705426,10
M_to_E,0.14806201550387482,0.10587695669409397,0.0,0.2868217054263544,10
M_to_L,0.2596899224806181,0.15001552310359287,0.0852713178294567,0.5038759689922442,10
Rev,3.4,1.7126976771553504,1.0,7.0,10
Jump,1.7,1.636391694484477,0.0,4.0,10
Smooth,0.05469924286007878,0.013384395791945763,0.0373459570109844,0.0806562155485153,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
