Metric,Mean,Std,Min,Max,N
Acc,0.8286184210526315,0.05011456749635036,0.7401315789473685,0.9407894736842104,10
Macro-F1,0.8372754595019577,0.048817435319832334,0.742690097202143,0.9402633188724184,10
E-F1,0.7779210731654114,0.05057678196420088,0.7088607594936709,0.9019607843137256,10
M-F1,0.7550249400867816,0.08964387035099745,0.572972972972973,0.9361702127659576,10
L-F1,0.9788803652536806,0.01691573428186296,0.946236559139785,1.0,10
M-Precision,0.9604639191019029,0.03807929634957505,0.88,1.0,10
M-Recall,0.6371212121212121,0.14937247576672877,0.4015151515151515,1.0,10
M_to_E,0.3553030303030276,0.13754862975839904,0.0,0.5227272727272688,10
M_to_L,0.007575757575757509,0.023956648940669328,0.0,0.0757575757575751,10
Rev,0.0,0.0,0.0,0.0,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.01101665748283261,0.002520185920839602,0.0050423983484506,0.0130984224379062,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
