feature,mi_stage,mi_q,spearman_abs_q,domain_instability_train_conditions,feature_score
ch7_wp_energy_ratio_8__rel,1.0469486147042155,2.522710817103101,0.9536472692362636,0.0,2.5590982602406673
ch7_wp_energy_ratio_6__rel,1.0454557953542531,2.512839108774725,0.9542840203998542,0.0,2.554351274180752
ch7_wp_energy_ratio_7__rel,1.0444530238752912,2.512966618036037,0.9542613479082116,0.0,2.5532803839249496
ch7_wp_energy_ratio_3__rel,1.0414081722291568,2.5271947392597176,0.9493710067447514,0.0,2.552221201902587
ch7_wp_energy_ratio_5__rel,1.041873658795926,2.5214311698080945,0.9505357579679518,0.0,2.5513566009907254
ch7_wp_energy_ratio_4__rel,1.0380087585916482,2.5345351861057184,0.9493660111109997,0.0,2.551048255698864
ch7_wp_energy_ratio_2__rel,1.0331178685713946,2.5431220323846517,0.9483004040037959,0.0,2.54808758896525
ch7_wp_energy_max_ratio__rel,1.039227064095668,2.518878613643035,0.9505807186717176,0.0,2.547576680549742
ch7_wp_energy_ratio_1__rel,1.039227064095668,2.518878613643035,0.9505807186717176,0.0,2.547576680549742
ch7_wp_entropy__rel,1.023971994051959,2.537749809510607,0.9393109532072517,0.0,2.5312026510498558
ch1_q25__rel,0.9038253996462815,2.534809041716861,0.34341888593264036,0.0,2.070271491474763
ch7_min__online_rank,0.921221374102374,2.5640237227347216,0.20054895086961358,0.0,2.0210537374480513
ch3_wp_energy_ratio_8__rel,0.7592942492412171,2.0552688834623587,0.8420934225809991,0.0,2.017719165796714
ch1_rms__rel,0.8176172257330248,2.2921990825334464,0.48531121636238317,0.0,1.9685697961923443
ch1_q75__rel,0.8540509032647721,2.216882801580217,0.41505050974018204,0.0,1.9436427545014254
ch1_mean_abs__rel,0.7709268235391524,2.2922233722535266,0.46985587837297554,0.0,1.9087184192869384
ch2_iqr__rel,0.7594810024847638,1.9636807915227572,0.6996475375036085,0.0,1.90752352539319
ch1_iqr__rel,0.8874448485610928,1.81104684846001,0.5382459122948998,0.0,1.9060909821404006
ch1_band_ratio_q4_q1__rel,0.8554226946586392,2.062572393839844,0.4317226688276641,0.0,1.9003127698236637
ch3_skew__rel,0.7265591505387825,1.7426463765167113,0.8788090249793669,0.0,1.8924862611121616
ch1_wp_energy_1__rel,0.78415058025404,2.301360767592765,0.3946162541581004,0.0,1.885080846723867
ch5_wp_energy_1__rel,0.7342588818379392,1.8904176117623352,0.7184837667044041,0.0,1.8644970058259727
ch2_skew__rel,0.6693015342860147,1.9081911276711785,0.7844743593074028,0.0,1.8355594800186004
ch1_max__rel,0.8283927756774652,1.8014769751988906,0.4842801944119224,0.0,1.8081031014913809
ch4_wp_energy_1__rel,0.6346788762948574,1.9655521398077087,0.760330077105596,0.0,1.8042715552651192
ch2_q25__rel,0.6107316585538494,2.097336877253402,0.7177471028657781,0.0,1.8006336380241028
ch3_wp_energy_8__rel,0.7484130065578813,1.3358040792411088,0.8724953124761727,0.0,1.7706581568099526
ch2_kurtosis__rel,0.5157874130788753,2.3316124357841588,0.6656503284252405,0.0,1.7495381875451008
ch5_dom_power__rel,0.6988989605577562,1.584838596844408,0.7347376375350555,0.0,1.7275880661533554
ch6_wp_energy_1__rel,0.7315046214083505,1.688892515999381,0.5993897794598867,0.0,1.7254318428519064
ch1_median__rel,0.7910429553948866,2.2174183464277895,0.14378778915901877,0.0,1.7253269562215616
ch1_mean__rel,0.7414872245377404,2.2208516980042674,0.20883055632749972,0.0,1.7077908472731331
ch2_std__rel,0.5963380340288613,1.751300679964821,0.7913512334462289,0.0,1.7041702538148606
ch5_wp_energy_ratio_7__rel,0.693383878683399,1.9369468845774254,0.47180532837472255,0.0,1.7001466067599353
ch2_dom_power__rel,0.6002399091956496,1.6269748507851522,0.8271933684970763,0.0,1.6846614505634099
ch1_spec_centroid__rel,0.7520175088755794,2.308991221341338,0.07483920495569513,0.0,1.676527749958238
ch2_kurtosis__online_rank,0.6495649912495112,1.5249529115631355,0.7653252357828623,0.0,1.6691838891021342
ch5_band_ratio_q4_q1__rel,0.6639130839040885,1.9945316214983473,0.4331794724855832,0.0,1.6666391696859897
ch1_q25__online_rank,0.8081607649086142,1.3253124146792408,0.559847765100814,0.0,1.6607524573426578
ch1_wp_energy_ratio_2__rel,0.7709264070919131,1.5631745252198512,0.4790082636857312,0.0,1.6585846766552046
ch1_wp_entropy__rel,0.7249753171566358,1.5009831205434914,0.5622460896769443,0.0,1.6320522903848407
ch1_wp_energy_ratio_1__rel,0.7233065097807785,1.4993362299925002,0.5442377907006244,0.0,1.6197356261415747
ch1_wp_energy_max_ratio__rel,0.7233065097807785,1.4993362299925002,0.5442377907006244,0.0,1.6197356261415747
ch4_band_ratio_q4_q1__rel,0.5816695432341696,1.9555807125901898,0.5215812466580454,0.0,1.611159432626078
ch1_spec_centroid__online_rank,0.6854486697930502,2.096175451514307,0.21838004822422066,0.0,1.607763971325684
ch2_var__rel,0.559427464934356,1.6095519564389895,0.7780190398013221,0.0,1.6066238680721652
ch2_rms__rel,0.6034308699300981,1.3912777791492812,0.8174368957798762,0.0,1.6003114723042882
ch5_spec_entropy__rel,0.6059538947315528,1.4938481170008502,0.743967839450483,0.0,1.5985784368527716
ch1_wp_energy_2__rel,0.6646017259204071,1.4366770740856896,0.6543465542233106,0.0,1.59378947926526
ch2_total_power__rel,0.5523287474667686,1.6122699002592649,0.7670759119283178,0.0,1.5937478388647632
ch2_band_power_q1__rel,0.5529697015860637,1.609795605153379,0.7664455013767968,0.0,1.5932401593055912
ch2_q25__online_rank,0.5603649995110283,1.6291192872464508,0.7366970488755074,0.0,1.591776626879918
ch2_mean_abs__rel,0.5912257246343562,1.3646497264877544,0.801258151595261,0.0,1.5686676847458996
ch5_std__rel,0.6153877624568691,1.3856544350419866,0.7331163622428476,0.0,1.5651195902008175
ch5_var__rel,0.6158986801050306,1.3387701546744641,0.7561938844988927,0.0,1.5619647387259872
