feature,mi_stage,mi_q,spearman_abs_q,domain_instability_train_conditions,feature_score
ch3_band_power_q2__rel,0.49421671764814046,1.0805610214556571,0.6435019548495835,0.0,1.2757608220897054
ch6_rms_freq__online_rank,0.4839964262655887,1.2144443088914918,0.5673265981615125,0.0,1.2694812059930016
ch5_q75__online_rank,0.4741581079792967,1.068483544614355,0.6765130116615806,0.0,1.26762531580612
ch6_band_power_q3__rel,0.4833055224580205,0.9253502116976153,0.7442192431376109,0.0,1.2648292325236739
ch6_wp_energy_ratio_4__online_rank,0.44193312339576396,1.0376390646102718,0.7509786716132456,0.0,1.2623383777362207
ch1_margin_factor__rel,0.6481846648070848,1.3266809730058964,0.14540371822723186,0.0,1.2573135168648346
ch2_band_ratio_q4_q1__online_rank,0.6291575228510609,1.3042536910173417,0.19399926491384928,0.0,1.2552616626948536
ch3_mean_abs__rel,0.40311731876474277,1.2612694445000563,0.671434310892588,0.0,1.2541622272071602
ch6_wp_energy_ratio_7__online_rank,0.4996550660263577,1.4001309543983358,0.377630146337615,0.0,1.2473629871540992
ch6_band_power_q4__rel,0.42869636902732267,1.6042295627632388,0.3812805111229288,0.0,1.2427506340147993
ch6_wp_energy_ratio_6__rel,0.4194583544732666,1.0550157606198023,0.7492341712021318,0.0,1.2427385002986966
ch2_wp_energy_ratio_3__online_rank,0.6226702199271179,1.1626196464978737,0.27274505373152313,0.0,1.2418638977464234
ch4_band_ratio_q4_q1__rel,0.550383051814332,1.4863794203376872,0.20943149392402888,0.0,1.2408414757721717
ch1_wp_energy_1__slope,0.5795390880071003,0.889685360116562,0.5294217051162011,0.0,1.2400648106625176
ch4_wp_energy_ratio_5__rel,0.4816163439125647,0.8029623449961063,0.7764906096742199,0.0,1.2378846343732794
ch3_iqr__rel,0.415875683513665,1.191629817664054,0.6528866256644145,0.0,1.2336213321628784
ch3_q25__online_rank,0.45474031354365985,1.140245957738216,0.6061938329267627,0.0,1.232707038216121
ch1_iqr__rel,0.41723776090374187,1.4286691180180227,0.49363187934002367,0.0,1.2304932619374371
ch2_shape_factor__online_rank,0.4193562834649833,0.9866093739681516,0.7633481290806938,0.0,1.2264466636947164
ch4_wp_energy_4__rel,0.4394351214842034,1.0978808902879158,0.6522890753480973,0.0,1.2263959366748478
ch6_ptp__rel,0.4987864823238508,0.736870332017975,0.7551931557773237,0.0,1.2219259824400552
ch6_wp_energy_6__rel,0.43414632186766466,0.9326302834443463,0.7398677476647196,0.0,1.2109088144755482
ch2_wp_energy_1__rel,0.3863036028484488,1.0687825084535278,0.7473251218309083,0.0,1.2100366580990278
ch3_band_power_q1__rel,0.4175143517700033,1.1331025356752176,0.6418324250040585,0.0,1.208859508185562
