Split_type,Task,Seed,Train_cases,Validation_cases,Test_cases,Method,Acc,Macro-F1,Balanced-Acc,E-F1,M-F1,L-F1,E-Rec,M-Rec,L-Rec,M-Pre,M→E,M→L,E→M,L→M,Rev,Jump,Smooth,Predicted_class_count,Window length,Top_k,Config,Best_validation_score
bestcase_candidate,CAND186,2026,"1,2,6,8,12,13,14,15,16","5,10,11","3,4,7,9",B10,0.363636364,0.341666667,0.560897436,0.25,0.375,0.4,1.0,0.375,0.307692308,0.375,0.25,0.375,0.0,0.384615385,2,1,0.152724322,3,5,30,small_L5_k30,0.529358677
bestcase_candidate,CAND045,2026,"1,2,4,5,7,8,9,13,15","3,10,12","6,11,14,16",B11,0.5,0.337662338,0.388888889,0.285714286,0.0,0.727272727,0.166666667,0.0,1.0,0.0,0.0,1.0,0.666666667,0.0,1,0,0.132369561,3,5,20,b11_sample_05,0.557445037
bestcase_candidate,CAND103,2026,"1,4,5,7,8,9,13,14,16","3,10,12","2,6,11,15",B9,0.28125,0.273569024,0.278998779,0.416666667,0.222222222,0.181818182,0.384615385,0.285714286,0.166666667,0.181818182,0.142857143,0.571428571,0.307692308,0.416666667,3,1,0.05492842,3,5,30,small_L5_k30,0.384762174
bestcase_candidate,CAND011,2026,"2,4,5,8,9,12,13,14,15","1,3,7","6,10,11,16",B10,0.333333333,0.273148148,0.329365079,0.125,0.25,0.444444444,0.071428571,0.25,0.666666667,0.25,0.0,0.75,0.0,0.25,3,1,0.287694899,3,4,30,small_L4_k30,0.415208253
bestcase_candidate,CAND011,2026,"2,4,5,8,9,12,13,14,15","1,3,7","6,10,11,16",B9,0.3,0.271805274,0.472222222,0.0,0.470588235,0.344827586,0.0,1.0,0.416666667,0.307692308,0.0,0.0,0.142857143,0.583333333,2,0,0.041001764,2,4,30,small_L4_k30,0.304296128
bestcase_candidate,CAND175,2026,"1,4,5,6,8,12,13,14,15","9,10,11","2,3,7,16",B9,0.3,0.263647643,0.58,0.153846154,0.387096774,0.25,1.0,0.24,0.5,1.0,0.36,0.4,0.0,0.0,1,1,0.148617014,3,4,30,small_L4_k30,0.308024833
bestcase_candidate,CAND011,2026,"2,4,5,8,9,12,13,14,15","1,3,7","6,10,11,16",B11,0.37037037,0.250505051,0.282828283,0.266666667,0.0,0.484848485,0.181818182,0.0,0.666666667,0.0,0.0,1.0,0.0,0.166666667,1,1,0.075476573,3,5,20,b11_sample_05,0.530695262
bestcase_candidate,CAND011,2026,"2,4,5,8,9,12,13,14,15","1,3,7","6,10,11,16",B12,0.37037037,0.250505051,0.282828283,0.266666667,0.0,0.484848485,0.181818182,0.0,0.666666667,0.0,0.0,1.0,0.0,0.166666667,1,1,0.061464679,3,5,20,b11_sample_05,0.04752228
bestcase_candidate,CAND045,2026,"1,2,4,5,7,8,9,13,15","3,10,12","6,11,14,16",B12,0.461538462,0.25,0.333333333,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0.070553952,2,5,20,b11_sample_05,0.519657996
bestcase_candidate,CAND175,2026,"1,4,5,6,8,12,13,14,15","9,10,11","2,3,7,16",B10,0.3,0.242305407,0.51,0.181818182,0.411764706,0.133333333,1.0,0.28,0.25,0.777777778,0.32,0.4,0.0,0.5,2,0,0.01647831,3,4,30,small_L4_k30,0.501250593
bestcase_candidate,CAND157,2026,"3,4,6,7,8,11,13,14,16","1,2,15","5,9,10,12",B10,0.321428571,0.237458194,0.365079365,0.538461538,0.0,0.173913043,1.0,0.0,0.095238095,0.0,0.0,0.0,0.0,0.333333333,1,3,0.023895897,3,4,30,small_L4_k30,0.428491725
bestcase_candidate,CAND094,2026,"1,2,5,6,8,9,12,13,16","7,11,15","3,4,10,14",B10,0.166666667,0.227128427,0.419444444,0.4,0.090909091,0.19047619,1.0,0.125,0.133333333,0.071428571,0.375,0.5,0.0,0.866666667,4,4,0.068850607,3,5,30,small_L5_k30,0.598778809
bestcase_candidate,CAND175,2026,"1,4,5,6,8,12,13,14,15","9,10,11","2,3,7,16",B12,0.266666667,0.223484848,0.496666667,0.125,0.363636364,0.181818182,1.0,0.24,0.25,0.75,0.52,0.24,0.0,0.5,2,1,0.095781135,3,4,30,b11_small_L4_k30_qweak,0.460742419
bestcase_candidate,CAND175,2026,"1,4,5,6,8,12,13,14,15","9,10,11","2,3,7,16",B11,0.233333333,0.203988414,0.483333333,0.117647059,0.3125,0.181818182,1.0,0.2,0.25,0.714285714,0.56,0.24,0.0,0.5,2,2,0.186936283,3,4,30,b11_small_L4_k30_qweak,0.498124979
