dataset,task,group,channel_set,seed,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,Method,kind,variant,oracle_wear_reference
mendeley,D2-M,cross_machine_dual,primary,82,0.4976372228280625,0.4576617874216502,0.818577648766328,0.0,0.5544077134986226,0.0,0.0,"early,middle,late",0.0,1.0,1132,6,0,0.0087956143204214,0.1204284062381727,0.1624325257057093,0.2757960555761976,0.559044920738501,0.6262705069310089,0.0012673421761528,A1,ablation,raw,
mendeley,D2-M,cross_machine_dual,primary,82,0.4114867320974191,0.1943514464760923,0.0,0.5830543394282771,0.0,0.4114867320974191,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0054099804422944,0.1204284062381727,0.1624325257057093,0.2757960555761976,0.559044920738501,0.6262705069310089,0.0012673421761528,A2,ablation,raw_fine,
mendeley,D2-M,cross_machine_dual,primary,82,0.4114867320974191,0.1943514464760923,0.0,0.5830543394282771,0.0,0.4114867320974191,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0057354997156331,0.1204284062381727,0.1624325257057093,0.2757960555761976,0.559044920738501,0.6262705069310089,0.0012673421761528,A3,ablation,raw_prior,
mendeley,D2-M,cross_machine_dual,primary,82,0.4114867320974191,0.1943514464760923,0.0,0.5830543394282771,0.0,0.4114867320974191,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0056686078049985,0.1204284062381727,0.1624325257057093,0.2757960555761976,0.559044920738501,0.6262705069310089,0.0012673421761528,A4,ablation,mix,
mendeley,D2-M,cross_machine_dual,primary,82,0.4183933115230825,0.2105131907835598,0.0456182472989195,0.5859213250517599,0.0,0.4143484626647145,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0024290556780016,0.1204284062381727,0.1624325257057093,0.2757960555761976,0.559044920738501,0.6262705069310089,0.0012673421761528,A5,ablation,ordered,
mendeley,D2-M,cross_machine_dual,primary,82,0.4176663031624864,0.2088442569354565,0.0409145607701564,0.5856182100362132,0.0,0.4140453547915143,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0039158327932724,0.1204284062381727,0.1624325257057093,0.2757960555761976,0.559044920738501,0.6262705069310089,0.0012673421761528,A6,ablation,final,
mendeley,D2-M,cross_machine_dual,primary,82,0.4976372228280625,0.4576617874216502,0.818577648766328,0.0,0.5544077134986226,0.0,0.0,"early,middle,late",0.0,1.0,1132,6,0,0.0087956143204214,0.1204284062381727,0.1624325257057093,0.2757960555761976,0.559044920738501,0.6262705069310089,0.0012673421761528,B11,baseline,raw,
mendeley,D2-M,cross_machine_dual,primary,82,0.4176663031624864,0.2088442569354565,0.0409145607701564,0.5856182100362132,0.0,0.4140453547915143,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0039158327932724,0.1204284062381727,0.1624325257057093,0.2757960555761976,0.559044920738501,0.6262705069310089,0.0012673421761528,B12,proposed,final,
mendeley,D2-M,cross_machine_dual,primary,82,0.6695747001090513,0.6730044165626726,0.9047333732774117,0.47218934911242605,0.6420905272981802,0.7150537634408602,0.35247349823321555,"early,middle,late",0.08215547703180212,0.5653710247349824,1132,56,17,0.04428964213479064,,,,,,,B7,baseline,b7,
mendeley,D2-M,cross_machine_dual,primary,82,0.5565249000363505,0.4633453210672467,0.6478405315614618,0.642647920328061,0.09954751131221719,0.48071866783523226,0.9690812720848057,"early,middle,late",0.0,0.030918727915194347,1132,45,0,0.025412666284664924,,,,,,,B8,baseline,b8,
