feature,MI_stage,MI_q,Spearman_q,distribution_instability,final_score,instability_group,selected,rank,max_abs_corr_with_selected
force_sensor_x__spectral_rolloff95__rank,0.4622236673391542,1.585527474333225,0.6330763669850291,0.23272280277437826,2.3114204566552323,domain_id,True,1,0.0
torque_axis_z__dominant_freq__rel,0.4848479271700785,1.6953628860028678,0.4473059690960031,1.1389051782935957,2.18620197975875,domain_id,True,2,0.04257591347732409
torque_spindle__dominant_freq__rel,0.5101154345328913,1.981015255017696,0.14212323517864656,0.3199431537959461,2.107024481821548,domain_id,True,3,0.06473956661977186
force_sensor_y__spectral_rolloff95__rel,0.512925677090067,2.0049649346242915,0.04284971078437143,0.19642814198189906,2.0303519873415214,domain_id,True,4,0.09880921695781648
torque_spindle__spectral_rolloff95__rel,0.5151034590856678,1.93027637586215,0.10242973992534078,0.8655424670823784,2.0287374006088132,domain_id,True,5,0.4046859802166955
torque_axis_y__spectral_rolloff95__rel,0.4558894791831263,1.3931105983950252,0.26988767226528815,0.07809854253969244,1.8464745443720942,domain_id,True,6,0.1500858089837399
force_sensor_z__dominant_freq__rel,0.43263651588014884,1.8318354424038317,0.04991748159683482,0.39498615456827646,1.786839827853179,domain_id,True,7,0.08959604206595344
force_sensor_x__spectral_rolloff95__rel,0.4584314307477686,1.5726249758298958,0.1252663213704393,0.4848092756217027,1.7791998502499093,domain_id,True,8,0.39748902393596974
position_control_deviation_axis_y__dominant_freq__rel,0.34269939506422187,1.4026306081531366,0.4436846671877415,0.9092966011525275,1.7702827075863292,domain_id,True,9,0.31111466529917603
torque_axis_z__spectral_rolloff95__rel,0.4376923500508101,1.51355607564892,0.19375173400164628,0.7856551482995584,1.7652959383325013,domain_id,True,10,0.3689073638486178
force_sensor_y__dominant_freq__rel,0.44604834629985257,1.2251952538625592,0.2542711760155534,0.1270343260671288,1.7259428578756355,domain_id,True,11,0.07001253623894926
torque_spindle__dominant_freq__rank,0.27711118808315316,1.9438155170101177,0.16156447200462032,0.2297628386908227,1.659364070770594,domain_id,True,12,0.5265085434937063
torque_axis_y__dominant_freq__rel,0.33029052841110884,1.6290692817003727,0.22981415008345,1.2193753984988274,1.6322063535662232,domain_id,True,13,0.26445263792828116
force_sensor_y__rms__rel,0.3639171648463291,1.2300067337883673,0.3421049880611689,0.8591098931254468,1.625909037161697,domain_id,True,14,0.36888874898460816
force_sensor_y__energy__rel,0.3550313687200055,1.1733290678017902,0.37528360491329016,0.9153801999776562,1.6111994293633902,domain_id,False,15,
force_sensor_x__variance__rel,0.3529269912682578,1.4590607615511355,0.2979609622547952,2.944120765917743,1.5868906345637248,domain_id,True,16,0.42280030919191924
force_sensor_x__std__rel,0.3717325445023243,1.3941456454284946,0.2956225709751296,2.9907052663742895,1.5867220898202972,domain_id,False,17,
force_sensor_z__dominant_freq__rank,0.3390877029354684,1.6299608361221964,0.07887148099480036,0.27400375465768095,1.5385883123359287,domain_id,True,18,0.5278733887953663
force_sensor_y__abs_mean__rel,0.34559498866010574,1.1876293215944869,0.31498891319695127,0.9743805072321033,1.5372337736732125,domain_id,False,19,
position_control_deviation_axis_x__dominant_freq__rel,0.3552272806634649,1.3482054819350235,0.21800934835396674,1.181510049866232,1.530322744168607,domain_id,True,20,0.3807555051444563
force_sensor_y__spectral_rolloff95__rank,0.2693169398628248,1.5690267079335412,0.253269690581365,0.7334601439798658,1.5278011362968003,domain_id,True,21,0.5997113655164068
force_sensor_y__zero_crossing_rate__rel,0.27847162050146146,0.9259752088024631,0.5158978077747021,0.031302758909287395,1.5170340394562463,domain_id,True,22,0.30466755747064045
force_sensor_x__abs_mean__rel,0.21097158896928847,1.0607400355383176,0.6273177214512415,1.1635259395902335,1.5169595997514658,domain_id,True,23,0.5842215810133147
force_sensor_z__spectral_rolloff95__rel,0.1920064663064458,1.5236511433545048,0.3834859204807165,0.25645298212733053,1.5053811741332468,domain_id,True,24,0.3196169386797331
position_control_deviation_axis_x__spectral_rolloff95__rel,0.418413498932376,0.933562828473633,0.20535057730519135,0.03148084600910332,1.4819409515668764,domain_id,True,25,0.129732971128537
force_sensor_y__dominant_amp__rel,0.3729232588038349,1.18007554852713,0.20693087110317004,1.2650048926994397,1.46622644125363,domain_id,True,26,0.8973899740803776
force_sensor_z__mean__rel,0.28241790029478264,0.8393191926171459,0.4929893683318544,0.007982709143377564,1.4595478334051455,domain_id,True,27,0.37047855477032327
force_sensor_y__rms__rank,0.331027021520204,0.9738967038577728,0.35044884471939314,0.8840945977513217,1.4416115636291833,domain_id,False,28,
force_sensor_y__energy__rank,0.32967506150115766,0.977019093176553,0.3504109530795303,0.8838685471274915,1.4405158798663205,domain_id,False,29,
position_control_deviation_axis_x__spectral_rolloff95__rank,0.34506301745657497,1.4385282207132204,0.17175479575587402,2.8317341338609894,1.439908472458655,domain_id,True,30,0.6232556966711218
force_sensor_y__variance__rel,0.3294121177033782,1.1251376362480938,0.27558570678306077,1.0534020493334226,1.43191844072897,domain_id,False,31,
torque_axis_z__dominant_freq__rank,0.4148657984606545,1.2683759434406667,0.0528457422972329,1.6380021693134217,1.421903929996702,domain_id,True,32,0.4350522382408199
force_sensor_y__spectral_rms__rel,0.33919034620013777,1.0913033740231972,0.26149564871534675,1.0176242446462223,1.421442478251632,domain_id,False,33,
force_sensor_y__total_power__rel,0.34188433683625563,1.0660562095188957,0.268176875560426,1.041775007610017,1.4197446004589689,domain_id,False,34,
force_sensor_y__mean__rel,0.2782816735097573,0.6591355241069969,0.5506928675419255,0.08116157692257689,1.416271764782762,domain_id,True,35,0.5480725293139143
torque_spindle__spectral_rolloff95__rank,0.3655048616572216,0.9335504170233859,0.24067557239322893,0.06434217854508002,1.4131616638461821,domain_id,True,36,0.6630516435384499
force_sensor_y__std__rel,0.3159794907412026,1.1424270616219152,0.26410708723533693,1.0192926187455464,1.4044216503730664,domain_id,False,37,
force_sensor_x__rms__rel,0.21336417775045158,0.9239542885512413,0.5761352961234677,1.434698301172629,1.3907817911208988,domain_id,False,38,
force_sensor_x__energy__rel,0.2079292941179729,0.9106253269341171,0.5788663315148075,1.4274923672546935,1.3766171766894029,domain_id,False,39,
force_sensor_y__zero_crossing_rate__rank,0.213935756075589,0.7029606492061005,0.5651912452518232,0.27302889363128524,1.3196321211654918,domain_id,True,40,0.8798099485557177
force_sensor_y__abs_mean__rank,0.29284574263071295,0.9535987426084236,0.31287457422138626,1.091567425258917,1.311055028152517,domain_id,False,41,
force_sensor_y__dominant_amp__rank,0.3487671336811309,1.0489812093633732,0.16987358887921555,1.5619859565001126,1.304385302899569,domain_id,False,42,
torque_spindle__mean__rank,0.2760104375043968,0.6386678449309375,0.45395698114240646,0.34210798475747,1.2939318842761165,domain_id,True,43,0.6268486945538021
force_sensor_y__spectral_rms__rank,0.31956672306470035,0.9387921718591561,0.2424208844403746,1.2076121889273357,1.2802057136715186,domain_id,False,44,
force_sensor_y__total_power__rank,0.320418748431921,0.933963440208339,0.24239201584213285,1.207355377041368,1.2794333560334794,domain_id,False,45,
force_sensor_y__kurtosis__rel,0.308114788730931,0.9815575249126254,0.20335782567094432,0.3152342622356112,1.2778104638358398,domain_id,True,46,0.6786194996061271
force_sensor_y__std__rank,0.3058626385083505,0.9717133954237411,0.24819030700094113,1.205335959154061,1.275886290486793,domain_id,False,47,
torque_axis_y__dominant_freq__rank,0.23121460373575609,1.4884947300858395,0.1920340500566166,2.559497214345249,1.275550197217897,domain_id,True,48,0.8970796939022548
force_sensor_x__shape_factor__rank,0.23893805707548355,0.8101775862330185,0.42052454199944134,0.3967182747380216,1.2717720418619278,domain_id,True,49,0.6897913746870573
force_sensor_x__shape_factor__rel,0.18877137018550316,1.0122887014615962,0.4173653239752353,0.4087830637966678,1.271518713359832,domain_id,False,50,
force_sensor_y__variance__rank,0.2974172628537113,0.9712897169856953,0.24819030700094113,1.205335959154061,1.259279481884774,domain_id,False,51,
position_control_deviation_axis_y__spectral_rolloff95__rel,0.2856036395084638,1.1190171235401003,0.13454624380736438,0.04980680475955418,1.2450311684862794,domain_id,True,52,0.276304691048443
torque_axis_x__spectral_rolloff95__rel,0.32817918502788634,1.0492028967447498,0.09990580845835012,0.4663989846786846,1.2406852942067952,domain_id,True,53,0.21485646852196671
force_sensor_y__peak__rank,0.29963086107322834,0.5037003891129253,0.4206950460265151,0.48243602831824645,1.2333010100972022,domain_id,True,54,0.7683293980800675
force_sensor_y__peak__rel,0.28893912114803944,0.6062170530791633,0.38822842724946166,0.5405860287879898,1.2287611031544763,domain_id,False,55,
force_sensor_z__mean__rank,0.300702512699093,0.8107345493106095,0.23234486996827836,0.057480069215662996,1.2180594670851155,domain_id,True,56,0.7811879266574215
force_sensor_x__dominant_freq__rel,0.30165592437319577,1.1031081832280138,0.07787617552756619,0.06405523671558509,1.210989673326347,domain_id,True,57,0.13325366206427658
torque_axis_x__dominant_freq__rel,0.27863894225572006,1.2276115223297706,0.07107917066408337,0.3381520732558296,1.2100661231236463,domain_id,True,58,0.7368776613321028
force_sensor_x__std__rank,0.31901691807732546,0.9378565560605523,0.24599989370630312,3.017964406661436,1.206032297650163,domain_id,False,59,
force_sensor_x__variance__rank,0.31513172491798747,0.9389750548719236,0.24599989370630312,3.017964406661436,1.1990476130218244,domain_id,False,60,
position_control_deviation_axis_y__dominant_freq__rank,0.3314091821959939,1.1321348558462714,0.038519853892959394,1.8096161568592852,1.170381858852494,domain_id,True,61,0.7496960904894587
force_sensor_z__rms__rel,0.19276962626978333,0.6990197450180631,0.45488452992985884,0.29981061336228715,1.1651412583187837,domain_id,True,62,0.45224937465097315
force_sensor_z__abs_mean__rel,0.19729845110146949,0.7247630213880623,0.4289733150781771,0.40260926218502063,1.156533906148492,domain_id,False,63,
force_sensor_y__spectral_centroid__rank,0.17586219980679285,0.7850924388683587,0.4274288448103872,0.26583970265550705,1.1492222117381163,domain_id,True,64,0.4835274827348507
force_sensor_y__kurtosis__rank,0.22805573644576338,0.6022416349580091,0.41725345858102186,0.4693383578127392,1.1406065562681265,domain_id,False,65,
force_sensor_x__mean__rel,0.22166170384555395,0.6932213143061956,0.3536698942813905,0.03725871893268141,1.128178249073855,domain_id,True,66,0.822856158562054
force_sensor_x__skewness__rank,0.2222713408321162,0.7791484924979732,0.3369460626137648,0.7830470381445299,1.1240963874518901,domain_id,True,67,0.8893760421311091
force_sensor_z__energy__rel,0.16808421097666426,0.6828112514191336,0.45582362579115027,0.2864612604181647,1.1106349850019999,domain_id,False,68,
force_sensor_x__spectral_skewness__rel,0.21586336675112183,0.5984681849313205,0.3970223313749425,0.15537572301467759,1.1080419012305618,domain_id,True,69,0.35339570123524855
force_sensor_y__spectral_centroid__rel,0.1539602227856558,0.8133745254730536,0.415281178634155,0.2861901487274381,1.107804219438312,domain_id,False,70,
force_sensor_x__total_power__rel,0.20546812034088302,1.0223594126599576,0.26878788616281785,1.7275106926167854,1.1048582122200235,domain_id,False,71,
force_sensor_y__skewness__rel,0.23924957604768915,0.9186050638726857,0.2041299813427594,0.5226160175056145,1.1047612648287641,domain_id,False,72,
force_sensor_x__skewness__rel,0.1958565517372548,0.825828620527135,0.34401737311274927,0.7472939787490334,1.1046746684530906,domain_id,False,73,
force_sensor_x__abs_mean__rank,0.19253294945757427,0.7468494972407225,0.4194194063974557,1.4989295185694802,1.10258770127908,domain_id,False,74,
torque_axis_x__dominant_freq__rank,0.24196476582430404,1.339601909931206,0.06248882785410875,2.602918526301046,1.0907847275240472,domain_id,False,75,
force_sensor_y__shape_factor__rank,0.1846527138955063,1.0069937793801942,0.2444371778332319,0.5313120213832457,1.0827952338743223,domain_id,False,76,
force_sensor_z__band2_energy_ratio__rank,0.17933071255354593,0.5129741218823836,0.49598309184558076,0.5169355831436362,1.0782163554362973,domain_id,False,77,
force_sensor_z__energy__rank,0.1759426680926448,0.6387419322855075,0.429293065838085,0.40720149108800796,1.072297069823193,domain_id,False,78,
torque_axis_y__spectral_rolloff95__rank,0.2670316491338227,1.1120955168286004,0.05202803312889429,1.2610676751715737,1.0720100419432026,domain_id,False,79,
force_sensor_z__rms__rank,0.1743894070017309,0.6418316395907397,0.42934942355872435,0.4072157057465696,1.0708784220090375,domain_id,False,80,
force_sensor_z__abs_mean__rank,0.17165234066126134,0.7259478368667427,0.39606795886456564,0.48836291243622953,1.0708208691632832,domain_id,False,81,
torque_axis_y__variance__rel,0.2682587253560407,0.47824532738776915,0.4043855692253892,2.375689039855866,1.0636823373962494,domain_id,False,82,
force_sensor_z__band2_energy_ratio__rel,0.14517173230888836,0.5528588191127648,0.5165798947204316,0.3646674291781772,1.0588020346186333,domain_id,False,83,
force_sensor_y__shape_factor__rel,0.14106171320278804,1.1389158056194173,0.2292924294337508,0.5700436409423927,1.0471917824449721,domain_id,False,84,
force_sensor_z__spectral_skewness__rel,0.1604507818739982,0.6084773460262811,0.4437071507518946,0.2843722522810491,1.046712329371998,domain_id,False,85,
position_control_deviation_axis_x__dominant_freq__rank,0.2882626634812113,1.2170036252032546,0.048518826724866036,4.006345431483919,1.0464618821331948,domain_id,False,86,
force_sensor_x__spectral_skewness__rank,0.19928520322063936,0.5886240731696937,0.37019112172295204,0.16807611243532072,1.0435819765142398,domain_id,False,87,
force_sensor_x__p2p__rel,0.2888099206808712,0.8396884589022529,0.1864624707129896,2.911873365380771,1.043356374797567,domain_id,False,88,
torque_spindle__band0_energy_ratio__rel,0.20142547199439664,0.43084210796720424,0.4397946222707924,0.1682332504126902,1.0386382650278618,domain_id,False,89,
force_sensor_x__spectral_rms__rel,0.1893512594598954,0.9336557066922686,0.26417423247273275,1.826237549395286,1.0205574036997167,domain_id,False,90,
torque_axis_y__std__rel,0.24688298038769396,0.4824904239088288,0.4001214468808966,2.3731370141263803,1.0201449867990655,domain_id,False,91,
force_sensor_z__spectral_rolloff95__rank,0.1753376152299686,0.8336833421172374,0.27564912337631137,0.32372377724449775,1.0182223703643398,domain_id,False,92,
torque_spindle__spectral_kurtosis__rank,0.20375337549352812,0.36207385834908257,0.4462948965397829,0.11174008199314829,1.0177372965451403,domain_id,False,93,
torque_spindle__total_power__rel,0.1532895473734297,0.43520439992257565,0.5054150598902771,0.19937238224136988,1.0116744039064374,domain_id,False,94,
torque_spindle__spectral_skewness__rel,0.1483090164768095,0.4630326986353701,0.5168509911569575,0.6034497004427187,1.010308806456429,domain_id,False,95,
torque_spindle__band0_energy_ratio__rank,0.2154574805042926,0.3517109781327119,0.4273346228563723,0.2719312475467292,1.0095859902179705,domain_id,False,96,
torque_axis_y__dominant_amp__rel,0.19026551577292428,0.5095453089359077,0.415742918591307,0.7875103741977021,1.00610279992376,domain_id,False,97,
force_sensor_z__spectral_skewness__rank,0.15585261192632238,0.5149615676358703,0.4598276653441269,0.3975024873123443,1.002501106139826,domain_id,False,98,
torque_spindle__spectral_rms__rel,0.15074044405288634,0.4281044443157489,0.5020876838758747,0.17262903164693152,1.0009830531034658,domain_id,False,99,
torque_axis_y__kurtosis__rel,0.2430033072553448,0.5134568476932917,0.359345174846812,2.3712221758745473,0.9873623698823054,domain_id,False,100,
torque_axis_y__spectral_entropy__rel,0.20378535700979872,0.3750379318505823,0.4477578618310112,1.1179200077719922,0.9833667260692266,domain_id,False,101,
force_sensor_x__dominant_freq__rank,0.24267944542062647,1.2154259755736967,0.004814041281217746,2.413027111827853,0.9805578711943507,domain_id,False,102,
torque_spindle__variance__rel,0.15966462464008235,0.4724919018754834,0.43249750257920916,0.014647025261198683,0.9775079349206807,domain_id,False,103,
torque_spindle__std__rel,0.16231795189059972,0.4828002541141734,0.4214022221541449,0.04985875608535215,0.9752226601339474,domain_id,False,104,
torque_spindle__mean__rel,0.15814906266601203,0.6191790872989174,0.3648990690207283,0.21723371755495896,0.9716000357703787,domain_id,False,105,
force_sensor_z__spectral_spread__rank,0.15144033239834553,0.4763375121415683,0.4499741201086728,0.3578768838997717,0.9664858380128587,domain_id,False,106,
force_sensor_x__energy__rank,0.18812279289085865,0.649162226301073,0.3515108889815874,1.7583086409676665,0.9664745794063061,domain_id,False,107,
force_sensor_z__spectral_variance__rank,0.15088274262725365,0.4763301559660973,0.4499741201086728,0.3578768838997717,0.9653996879097821,domain_id,False,108,
