raw_component,fine_state,mean_q_train,macro_stage
2,0,0.12415364729643481,early
4,1,0.18506005684503304,middle
1,2,0.3566643033045261,middle
0,3,0.6367484896520353,middle
3,4,0.9340437276514797,late
