epoch,train_loss,val_loss,mono_valid_pairs,mono_violations,mono_violation_rate,mono_loss
0,1.3801148138746357,1.419094572651143,2268,1116,0.49206349206349204,0.00685545052308311
1,0.96582962227234,2.2030298522053933,2268,1125,0.49603174603174605,0.025197043057771203
2,0.77660691488822,3.184205489645199,2268,1127,0.49691358024691357,0.028991451484560202
3,0.5761342820732501,3.020460131022395,2268,1107,0.4880952380952381,0.02875399445408158
4,0.5277139936890605,2.8401257487705776,2268,1129,0.49779541446208114,0.0319355854329725
5,0.4844475825067977,3.4778072213640017,2268,1125,0.49603174603174605,0.03155579523199702
6,0.4048352572038242,4.251821350370134,2268,1129,0.49779541446208114,0.03038696604619869
7,0.3947814353576746,3.139221104407797,2268,1125,0.49603174603174605,0.02756059920710221
8,0.3626082973491927,3.6169649882705843,2268,1123,0.49514991181657847,0.026791618970778065
9,0.30470390089342747,3.4704213620205313,2268,1120,0.49382716049382713,0.026070017245968996
10,0.28596185229009563,4.195721717270053,2268,1119,0.4933862433862434,0.024146116219025314
11,0.2938217224280548,4.410568320167308,2268,1131,0.49867724867724866,0.02204892251241477
12,0.2625784300048281,4.054723099689094,2268,1099,0.4845679012345679,0.020939724363237173
13,0.2986340465940729,3.780877392729934,2268,1133,0.49955908289241624,0.019675439041596014
14,0.29262965277466974,3.822227310720755,2268,1112,0.49029982363315694,0.017909807008756717
15,0.2735023954918992,4.093908418635933,2268,1093,0.48192239858906527,0.017585156545062073
16,0.2557680402992502,4.435735868872428,2268,1129,0.49779541446208114,0.017174914500720218
17,0.23391650477245393,4.33020796634713,2268,1092,0.48148148148148145,0.016654400368003676
18,0.20393709623108955,3.9729304537724475,2268,1123,0.49514991181657847,0.015902841317408167
