Metric,Mean,Std,Min,Max,N
Acc,0.8934210526315789,0.07058883172322995,0.7861842105263158,0.9671052631578948,10
Macro-F1,0.8971960882152047,0.06572139244144905,0.7991190096453255,0.9677369328815036,10
E-F1,0.8657866002526525,0.0947949104029397,0.7272727272727273,0.9824561403508772,10
M-F1,0.8741747260288031,0.09727288410305764,0.7177033492822966,0.9635036496350364,10
L-F1,0.951626938364158,0.018560222571248928,0.9202453987730062,0.9767441860465116,10
M-Precision,0.9308793748766627,0.041719940122764004,0.8571428571428571,1.0,10
M-Recall,0.8469696969696969,0.18146008506891265,0.5681818181818182,1.0,10
M_to_E,0.1507575757575746,0.17800612343858863,0.0,0.4318181818181785,10
M_to_L,0.00227272727272725,0.00718699468220079,0.0,0.0227272727272725,10
Rev,0.8,0.9189365834726815,0.0,3.0,10
Jump,0.6,0.5163977794943222,0.0,1.0,10
Smooth,0.024560569785535287,0.007059900772296381,0.0172712616622447,0.0426077395677566,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
