Metric,Mean,Std,Min,Max,N
Acc,0.8383771929824562,0.02810860247420539,0.8059210526315789,0.8903508771929826,10
Macro-F1,0.8401646162127531,0.027294147504798798,0.8129761772924223,0.8899679748641004,10
E-F1,0.832123183564919,0.03903090908138361,0.7595232461847864,0.8927466695816367,10
M-F1,0.8091623508734486,0.04240924910448487,0.7486779313192669,0.8999259971887339,10
L-F1,0.8792083141998914,0.03873944243970514,0.8267022696929239,0.9321143605954836,10
M-Precision,0.8876605214796515,0.03495639604492522,0.8014251184982891,0.9148969156142758,10
M-Recall,0.7663723977677466,0.08180555902931197,0.6588226704505774,0.9472030169704588,10
M_to_E,0.125027300027299,0.06744245475646599,0.0360360360360357,0.24019262391355226,10
M_to_L,0.10860030220495243,0.057896687024377655,0.016760946993504933,0.22236189678049958,10
Rev,2.2,1.1568368964284774,0.6666666666666666,4.0,10
Jump,1.4333333333333333,0.832221480492178,0.0,2.6666666666666665,10
Smooth,0.043450044964750564,0.013556611562391362,0.028014450644453303,0.06288560479879372,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
