Metric,Mean,Std,Min,Max,N
Acc,0.79375,0.03390445914557305,0.75,0.8717105263157895,10
Macro-F1,0.7935560738906187,0.03474856908395305,0.7472133474029209,0.8741376840975614,10
E-F1,0.792036866209409,0.04815158426089437,0.7404255319148936,0.8947368421052632,10
M-F1,0.7927971599005648,0.04951055923608126,0.7219512195121951,0.8608695652173913,10
L-F1,0.7958341955618824,0.06227353383083561,0.7085714285714285,0.9025641025641026,10
M-Precision,0.809844133146379,0.018160657596267806,0.7747747747747747,0.8319327731092437,10
M-Recall,0.7792792792792793,0.08116445496540287,0.6576576576576577,0.8918918918918919,10
M_to_E,0.057657657657657124,0.07810117468502481,0.0,0.243243243243241,10
M_to_L,0.16306306306306156,0.07916202995974521,0.0270270270270267,0.243243243243241,10
Rev,1.7,0.9486832980505138,0.0,3.0,10
Jump,1.8,1.1352924243950933,0.0,4.0,10
Smooth,0.03667544685304162,0.00903503596272559,0.0203089918941259,0.048013899475336,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
