Metric,Mean,Std,Min,Max,N
Acc,0.8279605263157895,0.040881628119459154,0.7763157894736842,0.8980263157894737,10
Macro-F1,0.8297416865324356,0.04138755729135143,0.780719675114014,0.8942223853884631,10
E-F1,0.8385460842326955,0.08259215160049509,0.7341772151898734,0.9818181818181818,10
M-F1,0.760515166690978,0.08210634672648091,0.6421052631578947,0.8904593639575972,10
L-F1,0.8901638086736338,0.07607853886621037,0.7615062761506276,0.9832402234636872,10
M-Precision,0.9222580564159124,0.08799139639859749,0.7723577235772358,1.0,10
M-Recall,0.6728682170542635,0.16202189157773192,0.4728682170542636,0.9767441860465116,10
M_to_E,0.16666666666666535,0.13100800676804414,0.0,0.372093023255811,10
M_to_L,0.16046511627906848,0.13342194039150226,0.0,0.4418604651162756,10
Rev,4.1,3.142893217686178,0.0,10.0,10
Jump,1.9,2.2335820757001272,0.0,7.0,10
Smooth,0.06911411825567479,0.042929162456465525,0.0189731493592262,0.1441052854061126,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
