Dataset,Method,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
PHM2010,B4_HTT_Net,3,0.8826754385964911,0.8850834012423641,0.8866807824158096,0.8364550607157989,0.9321143605954836,0.8970296053990992,0.7908738548273431,0.12804506409157465,0.08108108108108034,0.6666666666666666,0.0,0.029392696917057,,,,
PHM2010,B4_HTT_Net,13,0.8322368421052632,0.8330104569178295,0.8189177610370219,0.7831009631575402,0.8970126465589261,0.8980298980298981,0.7256791675396327,0.18702423353585987,0.08729659892450518,4.0,1.6666666666666667,0.06046442935864127,,,,
PHM2010,B4_HTT_Net,23,0.8059210526315789,0.8129761772924223,0.8369925671812464,0.7752336950030968,0.8267022696929239,0.9078499278499278,0.68754325149674,0.14393939393939284,0.16851735456386477,1.0,1.3333333333333333,0.028014450644453303,,,,
PHM2010,B4_HTT_Net,33,0.8223684210526315,0.8263009108229258,0.8155693894233793,0.7486779313192669,0.9146554117261312,0.9088972431077694,0.6588226704505774,0.24019262391355226,0.10098470563586755,3.6666666666666665,2.6666666666666665,0.06288560479879372,,,,
PHM2010,B4_HTT_Net,43,0.8300438596491228,0.8323091609701926,0.8283995041400457,0.8187023111265536,0.8498256676439784,0.9094627542903405,0.7528950726625144,0.10694150810429796,0.1401634192331855,3.3333333333333335,2.6666666666666665,0.05615181724230444,,,,
PHM2010,B4_HTT_Net,53,0.849780701754386,0.8503482907716098,0.8362148422102162,0.8343847684001137,0.880445261704499,0.9148969156142758,0.7865502923642458,0.14675510605743047,0.06669460157832192,2.0,1.6666666666666667,0.03983601865669087,,,,
PHM2010,B4_HTT_Net,63,0.8201754385964913,0.8186374123288999,0.7994036809689411,0.8172733172733174,0.8392352387444412,0.8014251184982891,0.8370696277673022,0.0387596899224803,0.12417068231021615,1.6666666666666667,1.0,0.03251636897524193,,,,
PHM2010,B4_HTT_Net,73,0.8355263157894738,0.8370448285102765,0.8927466695816367,0.7817246184052188,0.8366631975439739,0.9048228463088043,0.7251903065856554,0.0524477966338427,0.22236189678049958,1.6666666666666667,1.6666666666666667,0.0333237027128537,,,,
PHM2010,B4_HTT_Net,83,0.8146929824561404,0.8159675484069097,0.7595232461847864,0.7961448461448462,0.8922345528910963,0.8757424090757424,0.7518967170129961,0.17013154803852348,0.07797173494847841,2.6666666666666665,1.0,0.05438020452857014,,,,
PHM2010,B4_HTT_Net,93,0.8903508771929826,0.8899679748641004,0.8467833925061062,0.8999259971887339,0.9231945348974606,0.8584484966223674,0.9472030169704588,0.0360360360360357,0.016760946993504933,1.3333333333333333,0.6666666666666666,0.037535155812899235,,,,
