Metric,Mean,Std,Min,Max,N
Acc,0.7644736842105264,0.07288491921980036,0.6019736842105263,0.8256578947368421,10
Macro-F1,0.765959480703788,0.07813938626840525,0.5936588148726549,0.8302438156389368,10
E-F1,0.8040857386297375,0.06973879957467917,0.6767676767676768,0.8764044943820225,10
M-F1,0.74612561630706,0.06156523280191571,0.5853658536585366,0.8014184397163121,10
L-F1,0.7476670871745668,0.11395074866701052,0.5116279069767442,0.8571428571428571,10
M-Precision,0.7856735388188699,0.03202838664506601,0.738562091503268,0.8454545454545455,10
M-Recall,0.7186046511627906,0.10303890950825592,0.4651162790697674,0.875968992248062,10
M_to_E,0.08837209302325508,0.06700433285111244,0.007751937984496,0.248062015503874,10
M_to_L,0.193023255813952,0.051218876679001976,0.1162790697674409,0.2868217054263544,10
Rev,36.0,12.192894105447921,15.0,56.0,10
Jump,11.1,13.86802877925418,0.0,40.0,10
Smooth,0.432104554772377,0.0727115710887439,0.2834373414516449,0.5311620831489563,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
