Metric,Mean,Std,Min,Max,N
Acc,0.574780701754386,0.04800453122849156,0.5241228070175438,0.6414473684210525,5
Macro-F1,0.5543191888099156,0.05083529886503893,0.5060336320093859,0.6282280529847326,5
E-F1,0.5797750758364995,0.07821634696274331,0.5027636761658482,0.709679313047066,5
M-F1,0.4755028062222516,0.020275971365918345,0.44370022119856034,0.49478482986547506,5
L-F1,0.6076796843709958,0.07441949549421104,0.5205523899968344,0.6835246896101054,5
M-Precision,0.5359633252661843,0.07066146875647206,0.44923371647509586,0.6294584500466853,5
M-Recall,0.4939279660209892,0.04927859402964236,0.4210092756604384,0.5362915769892513,5
M_to_E,0.09576055971404727,0.03261736695749908,0.05986642033153607,0.14140779257058209,5
M_to_L,0.4103114742649595,0.052169800296661475,0.333103187754348,0.4626561021909823,5
Rev,42.266666666666666,7.889514842146154,35.0,55.0,5
Jump,22.666666666666664,4.447221354708778,16.0,28.0,5
Smooth,0.5235197067260742,0.036158304590795345,0.4815872609615326,0.5763219396273295,5
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
