Method,Dataset,Task,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
B5_MultiSource_Attention,PHM2010,D1,3,0.7993421052631579,0.8052501875066967,0.8352941176470589,0.7607843137254902,0.819672131147541,0.7698412698412699,0.751937984496124,0.1162790697674409,0.1317829457364331,33,0,0.465320736169815,,,,
B5_MultiSource_Attention,PHM2010,D1,13,0.8125,0.8173048994878851,0.8764044943820225,0.7755102040816326,0.8,0.8189655172413793,0.7364341085271318,0.1085271317829449,0.1550387596899212,35,5,0.4626075029373169,,,,
B5_MultiSource_Attention,PHM2010,D1,23,0.6677631578947368,0.6582521752772649,0.6767676767676768,0.717741935483871,0.5802469135802469,0.7478991596638656,0.689922480620155,0.124031007751937,0.1860465116279055,56,30,0.5006327033042908,,,,
B5_MultiSource_Attention,PHM2010,D1,33,0.7828947368421053,0.78889010103214,0.8395061728395061,0.753968253968254,0.7731958762886598,0.7723577235772358,0.7364341085271318,0.0465116279069763,0.2170542635658898,32,8,0.4194096326828003,,,,
B5_MultiSource_Attention,PHM2010,D1,43,0.6019736842105263,0.5936588148726549,0.683982683982684,0.5853658536585366,0.5116279069767442,0.7894736842105263,0.4651162790697674,0.248062015503874,0.2868217054263544,53,40,0.5311620831489563,,,,
B5_MultiSource_Attention,PHM2010,D1,53,0.8157894736842105,0.8180457685166441,0.8111888111888111,0.8014184397163121,0.8415300546448088,0.738562091503268,0.875968992248062,0.007751937984496,0.1162790697674409,27,0,0.3533473312854767,,,,
B5_MultiSource_Attention,PHM2010,D1,63,0.7730263157894737,0.7782312925170068,0.8121212121212121,0.7346938775510204,0.7878787878787878,0.7758620689655172,0.6976744186046512,0.0775193798449606,0.2248062015503858,30,5,0.395779550075531,,,,
B5_MultiSource_Attention,PHM2010,D1,73,0.8256578947368421,0.8302438156389368,0.8553459119496856,0.7782426778242678,0.8571428571428571,0.8454545454545455,0.7209302325581395,0.0542635658914724,0.2248062015503858,15,0,0.2834373414516449,,,,
B5_MultiSource_Attention,PHM2010,D1,83,0.805921052631579,0.8098302228350489,0.8571428571428571,0.7874015748031497,0.7849462365591398,0.8,0.7751937984496124,0.0542635658914724,0.1705426356589134,35,5,0.4438021183013916,,,,
B5_MultiSource_Attention,PHM2010,D1,93,0.7598684210526315,0.7598875293536027,0.7931034482758621,0.7661290322580645,0.7204301075268817,0.7983193277310925,0.7364341085271318,0.0465116279069763,0.2170542635658898,44,18,0.4655465483665466,,,,
B5_MultiSource_Attention,PHM2010,D2,3,0.4144736842105263,0.3651404492216962,0.5205479452054794,0.0419580419580419,0.5329153605015674,0.2727272727272727,0.0227272727272727,0.1818181818181804,0.7954545454545394,32,45,0.4793999195098877,,,,
B5_MultiSource_Attention,PHM2010,D2,13,0.3059210526315789,0.2255970606246172,0.2260869565217391,0.0,0.4507042253521127,0.0,0.0,0.0984848484848477,0.9015151515151448,35,58,0.4763247072696686,,,,
B5_MultiSource_Attention,PHM2010,D2,23,0.4210526315789473,0.3861137169063998,0.4227642276422764,0.2125,0.5230769230769231,0.6071428571428571,0.1287878787878787,0.0984848484848477,0.7727272727272669,36,25,0.451299786567688,,,,
B5_MultiSource_Attention,PHM2010,D2,33,0.3092105263157895,0.2394864632771124,0.2601626016260163,0.0144927536231884,0.4438040345821326,0.1666666666666666,0.0075757575757575,0.1060606060606052,0.8863636363636297,43,73,0.5403474569320679,,,,
B5_MultiSource_Attention,PHM2010,D2,53,0.4473684210526316,0.4108983442946599,0.6438356164383562,0.0559440559440559,0.5329153605015674,0.3636363636363636,0.0303030303030303,0.1136363636363627,0.8560606060605996,31,40,0.3963728249073028,,,,
B5_MultiSource_Attention,PHM2010,D2,73,0.5625,0.5150861439876377,0.6816143497757847,0.1456953642384106,0.717948717948718,0.5789473684210527,0.0833333333333333,0.4772727272727237,0.439393939393936,36,42,0.4902832210063934,,,,
B5_MultiSource_Attention,PHM2010,D2,83,0.3322368421052631,0.2507974323340613,0.2666666666666666,0.0144927536231884,0.4712328767123288,0.1666666666666666,0.0075757575757575,0.0530303030303026,0.9393939393939325,20,28,0.2895742952823639,,,,
