Metric,Mean,Std,Min,Max,N
Acc,0.39111842105263156,0.08951627060992262,0.3059210526315789,0.5625,10
Macro-F1,0.33090288255796174,0.10505400392725223,0.2252352807368595,0.5150861439876377,10
E-F1,0.41147594987693,0.20775451460571578,0.1836734693877551,0.6951219512195121,10
M-F1,0.06581258060205879,0.0697357177504455,0.0,0.2125,10
L-F1,0.5154201171948962,0.08484468029993608,0.4438040345821326,0.717948717948718,10
M-Precision,0.3126025290498974,0.1946057169613462,0.0,0.6071428571428571,10
M-Recall,0.03787878787878783,0.04210437373871985,0.0,0.1287878787878787,10
M_to_E,0.14166666666666555,0.12651741968570956,0.0378787878787875,0.4772727272727237,10
M_to_L,0.8204545454545393,0.14506691122996437,0.439393939393936,0.9393939393939325,10
Rev,31.7,6.750308634919345,20.0,43.0,10
Jump,41.0,16.020819787597222,22.0,73.0,10
Smooth,0.4375896453857422,0.07485547326892929,0.2895742952823639,0.5403474569320679,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
