eta,fine_weight,temperature,mid_floor,late_tau,early_tau,order_blend,val_Acc,val_Macro_F1,val_E_F1,val_M_F1,val_L_F1,val_M_Pre,val_M_Rec,val_M_to_E,val_M_to_L,val_n_middle_true,val_Rev,val_Jump,val_Smooth,val_q_MAE,val_q_RMSE,val_q_R2,val_Spearman,val_Pearson,val_q_Smooth,val_score
0.65,0.2,1.0,0.08,0.72,0.38,0.5,0.5657142857142857,0.4532337404400068,0.706959706959707,0.6527415143603134,0.0,0.4844961240310077,1.0,0.0,0.0,500,3,0,0.018358879318959152,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0127747727230998
0.65,0.2,1.0,0.12,0.72,0.38,0.5,0.5657142857142857,0.4532337404400068,0.706959706959707,0.6527415143603134,0.0,0.4844961240310077,1.0,0.0,0.0,500,3,0,0.018358879318959152,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0127747727230998
0.65,0.1,1.0,0.12,0.66,0.42,0.5,0.5657142857142857,0.4532337404400068,0.706959706959707,0.6527415143603134,0.0,0.4844961240310077,1.0,0.0,0.0,500,3,0,0.018419293418908106,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0127747727230998
0.65,0.1,1.0,0.04,0.66,0.42,0.5,0.5657142857142857,0.4532337404400068,0.706959706959707,0.6527415143603134,0.0,0.4844961240310077,1.0,0.0,0.0,500,3,0,0.018419293418908106,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0127747727230998
0.65,0.1,1.0,0.08,0.66,0.42,0.5,0.5657142857142857,0.4532337404400068,0.706959706959707,0.6527415143603134,0.0,0.4844961240310077,1.0,0.0,0.0,500,3,0,0.018419293418908106,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0127747727230998
0.65,0.2,1.0,0.04,0.72,0.38,0.5,0.5657142857142857,0.4532337404400068,0.706959706959707,0.6527415143603134,0.0,0.4844961240310077,1.0,0.0,0.0,500,3,0,0.018358879318959152,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0127747727230998
0.65,0.1,1.0,0.12,0.72,0.42,0.5,0.563265306122449,0.4504272119943291,0.6998158379373849,0.6514657980456026,0.0,0.4830917874396135,1.0,0.0,0.0,500,3,0,0.018313448179975822,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0180302807606143
0.65,0.1,1.0,0.08,0.72,0.42,0.5,0.563265306122449,0.4504272119943291,0.6998158379373849,0.6514657980456026,0.0,0.4830917874396135,1.0,0.0,0.0,500,3,0,0.018313448179975822,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0180302807606143
0.65,0.1,1.0,0.04,0.72,0.42,0.5,0.563265306122449,0.4504272119943291,0.6998158379373849,0.6514657980456026,0.0,0.4830917874396135,1.0,0.0,0.0,500,3,0,0.018313448179975822,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0180302807606143
0.65,0.1,1.0,0.12,0.6,0.38,0.5,0.563265306122449,0.4504272119943291,0.6998158379373849,0.6514657980456026,0.0,0.4830917874396135,1.0,0.0,0.0,500,3,0,0.018299289075632705,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0180302807606143
0.65,0.1,1.0,0.04,0.6,0.38,0.5,0.563265306122449,0.4504272119943291,0.6998158379373849,0.6514657980456026,0.0,0.4830917874396135,1.0,0.0,0.0,500,3,0,0.018299289075632705,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0180302807606143
0.65,0.1,1.0,0.08,0.6,0.38,0.5,0.563265306122449,0.4504272119943291,0.6998158379373849,0.6514657980456026,0.0,0.4830917874396135,1.0,0.0,0.0,500,3,0,0.018299289075632705,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0180302807606143
0.65,0.2,1.0,0.08,0.66,0.34,0.5,0.563265306122449,0.4504272119943291,0.6998158379373849,0.6514657980456026,0.0,0.4830917874396135,1.0,0.0,0.0,500,3,0,0.018258626644921498,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0180302807606143
0.65,0.2,1.0,0.12,0.66,0.34,0.5,0.563265306122449,0.4504272119943291,0.6998158379373849,0.6514657980456026,0.0,0.4830917874396135,1.0,0.0,0.0,500,3,0,0.018258626644921498,0.1732924818026552,0.21148532584928248,-0.01602839500920128,-0.03124248117212235,-0.11118001856934534,0.0017583934576513333,1.0180302807606143
