dataset,task,group,channel_set,seed,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,Method,kind,variant,oracle_wear_reference
mendeley,D2-M,cross_machine_dual,primary,72,0.6695747001090513,0.6592084213998648,0.8350622406639004,0.5035506778566817,0.6390123456790123,0.935251798561151,0.3445229681978798,"early,middle,late",0.1492932862190812,0.5061837455830389,1132,19,4,0.0114156250995102,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,A1,ablation,raw,
mendeley,D2-M,cross_machine_dual,primary,72,0.6550345328971283,0.5352228338935513,0.8999328408327737,0.7057356608478803,0.0,0.5452793834296724,1.0,"early,middle,late",0.0,0.0,1132,6,0,0.0071869812243658,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,A2,ablation,raw_fine,
mendeley,D2-M,cross_machine_dual,primary,72,0.6335877862595419,0.5164917999971403,0.8575438596491228,0.6919315403422983,0.0,0.5289719626168224,1.0,"early,middle,late",0.0,0.0,1132,3,0,0.0073843324618865,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,A3,ablation,raw_prior,
mendeley,D2-M,cross_machine_dual,primary,72,0.6375863322428208,0.5201869424449268,0.8662952646239555,0.6942655627108248,0.0,0.5317050258337247,1.0,"early,middle,late",0.0,0.0,1132,2,0,0.0073063343782285,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,A4,ablation,mix,
mendeley,D2-M,cross_machine_dual,primary,72,0.6375863322428208,0.5201869424449268,0.8662952646239555,0.6942655627108248,0.0,0.5317050258337247,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0039022293219406,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,A5,ablation,ordered,
mendeley,D2-M,cross_machine_dual,primary,72,0.6372228280625227,0.5198526516227763,0.8655052264808363,0.6940527283874923,0.0,0.5314553990610329,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0052981659526075,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,A6,ablation,final,
mendeley,D2-M,cross_machine_dual,primary,72,0.6695747001090513,0.6592084213998648,0.8350622406639004,0.5035506778566817,0.6390123456790123,0.935251798561151,0.3445229681978798,"early,middle,late",0.1492932862190812,0.5061837455830389,1132,19,4,0.0114156250995102,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,B11,baseline,raw,
mendeley,D2-M,cross_machine_dual,primary,72,0.6372228280625227,0.5198526516227763,0.8655052264808363,0.6940527283874923,0.0,0.5314553990610329,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0052981659526075,0.1604399971546524,0.2011215037046746,-0.110278438806481,-0.6998082665157634,-0.6041504726328326,0.0009233990502496,B12,proposed,final,
mendeley,D2-M,cross_machine_dual,primary,72,0.6179571065067249,0.6074601000195007,0.9394925178919974,0.2716049382716049,0.6112828438948995,0.763265306122449,0.16519434628975266,"early,middle,late",0.0,0.8348056537102474,1132,36,4,0.04296239132137993,,,,,,,B7,baseline,b7,
mendeley,D2-M,cross_machine_dual,primary,72,0.5783351508542348,0.5368589745470081,0.792748652621264,0.22948328267477203,0.5883449883449884,0.8206521739130435,0.1333922261484099,"early,middle,late",0.2420494699646643,0.6245583038869258,1132,77,36,0.020111131092758507,,,,,,,B8,baseline,b8,
mendeley,D2-M,cross_machine_dual,primary,72,0.5085423482370047,0.3806700465584853,0.5145985401459854,0.6225572305974316,0.0048543689320388345,0.45510204081632655,0.984982332155477,"early,middle,late",0.0,0.015017667844522967,1132,23,0,0.012252536234940678,,,,,,,B9,baseline,b9,
mendeley,D2-M,cross_machine_dual,primary,72,0.6663031624863686,0.6560831281545316,0.8438155136268344,0.49254698639014904,0.6318868844466115,0.9245742092457421,0.33568904593639576,"early,middle,late",0.13604240282685512,0.5282685512367491,1132,15,3,0.012730978326289067,,,,,,,B10,baseline,b10,
mendeley,D2-M,cross_machine_dual,primary,72,0.9051254089422028,0.9033336993780198,0.9766046790641871,0.893338782182264,0.840057636887608,0.8311787072243346,0.965547703180212,"early,middle,late",0.03445229681978799,0.0,1132,0,0,0.004366812227074236,,,,,,,B1,baseline,b1,True
mendeley,D2-M,cross_machine_dual,primary,72,0.5136314067611778,0.5264482756375043,0.791388270230141,0.2589395807644883,0.5290169759178839,0.42857142857142855,0.1855123674911661,"early,middle,late",0.0,0.8144876325088339,1132,121,34,0.17685589519650655,,,,,,,B2,baseline,b2,False
mendeley,D2-M,cross_machine_dual,primary,72,0.7495456197746274,0.7631780791434842,0.901749663526245,0.6864716636197441,0.7013129102844639,0.7111742424242424,0.6634275618374559,"early,middle,late",0.0017667844522968198,0.33480565371024734,1132,94,2,0.0685346918971373,,,,,,,B3,baseline,b3,False
mendeley,D2-M,cross_machine_dual,primary,72,0.6146855688840421,0.6019455086943726,0.7188983855650523,0.45605095541401275,0.6308871851040526,0.817351598173516,0.31625441696113077,"early,middle,late",0.31007067137809186,0.3736749116607774,1132,169,130,0.17804069825853425,,,,,,,B4,baseline,b4,False
mendeley,D2-M,cross_machine_dual,primary,72,0.6884769174845511,0.7020212199338643,0.8623340321453529,0.5758928571428571,0.6678367705133831,0.7818181818181819,0.4558303886925795,"early,middle,late",0.0,0.5441696113074205,1132,85,1,0.06470160116448326,,,,,,,B5,baseline,b5,False
mendeley,D2-M,cross_machine_dual,primary,72,0.767357324609233,0.769454641558457,0.7629179331306991,0.7445561139028476,0.8008898776418243,0.7078025477707006,0.7853356890459364,"early,middle,late",0.0,0.2146643109540636,1132,131,0,0.16280030174775184,,,,,,,B6,baseline,b6,False
