feature,MI_stage,MI_q,Spearman_q,distribution_instability,final_score,instability_group,selected,rank,max_abs_corr_with_selected
force_sensor_x__spectral_rolloff95__rank,0.47821844557480153,1.5826115907242215,0.6330763669850291,0.23272280277437826,2.341306136899452,domain_id,True,1,0.0
torque_axis_z__dominant_freq__rel,0.4698898347937621,1.6979625768220994,0.4473059690960031,1.1389051782935957,2.1587690508496253,domain_id,True,2,0.04257591347732409
torque_spindle__dominant_freq__rel,0.5109132145971549,1.9800518845415884,0.14212323517864656,0.3199431537959461,2.108453626380603,domain_id,True,3,0.06473956661977186
force_sensor_y__spectral_rolloff95__rel,0.512925677090067,2.0042325860772423,0.04284971078437143,0.19642814198189906,2.0303519873415214,domain_id,True,4,0.09880921695781648
torque_spindle__spectral_rolloff95__rel,0.5151034590856678,1.9301823387371853,0.10242973992534078,0.8655424670823784,2.029042270473982,domain_id,True,5,0.4046859802166955
torque_axis_y__spectral_rolloff95__rel,0.462777289090631,1.3892711719376174,0.26988767226528815,0.07809854253969244,1.858184478858739,domain_id,True,6,0.1500858089837399
force_sensor_z__dominant_freq__rel,0.4295174640092616,1.83058116735558,0.04991748159683482,0.39498615456827646,1.7804926682331774,domain_id,True,7,0.08959604206595344
force_sensor_x__spectral_rolloff95__rel,0.4575885237835162,1.5721387438857843,0.1252663213704393,0.4848092756217027,1.7776074717369323,domain_id,True,8,0.39748902393596974
torque_axis_z__spectral_rolloff95__rel,0.4335518776976095,1.5121729796835388,0.19375173400164628,0.7856551482995584,1.756843556092808,domain_id,True,9,0.3689073638486178
position_control_deviation_axis_y__dominant_freq__rel,0.3241960810395672,1.407569451527522,0.4436846671877415,0.9092966011525275,1.737080992237947,domain_id,True,10,0.31111466529917603
force_sensor_y__dominant_freq__rel,0.43545151589380304,1.225467942160971,0.2542711760155534,0.1270343260671288,1.7057299666188364,domain_id,True,11,0.07001253623894926
torque_spindle__dominant_freq__rank,0.2746245262392304,1.9429514574931939,0.16156447200462032,0.2297628386908227,1.6544597102013436,domain_id,True,12,0.5265085434937063
torque_axis_y__dominant_freq__rel,0.33866647217822177,1.6331235739842187,0.22981415008345,1.2193753984988274,1.6507868152997722,domain_id,True,13,0.26445263792828116
force_sensor_y__rms__rel,0.3639171648463291,1.2301565858705588,0.3421049880611689,0.8591098931254468,1.6262079713182922,domain_id,True,14,0.36888874898460816
