dataset,task,group,channel_set,seed,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,Method,kind,variant,oracle_wear_reference
mendeley,D3-M,cross_machine_dual,primary,82,0.5469007131102578,0.4924595335044447,0.8650137741046832,0.025,0.5873648264086511,0.3225806451612903,0.0130039011703511,"early,middle,late",0.1040312093628088,0.88296488946684,769,23,37,0.0597595471276001,0.1964005389954395,0.2451117521472604,-0.5547042388423558,0.6412308241197471,0.6848090712840191,0.0156158686011702,A1,ablation,raw,
mendeley,D3-M,cross_machine_dual,primary,82,0.5595172792100932,0.5257552379810189,0.8812260536398467,0.1076023391812865,0.5884373211219233,0.5348837209302325,0.059817945383615,"early,middle,late",0.0663198959687906,0.8738621586475943,769,35,10,0.0546515824050775,0.1964005389954395,0.2451117521472604,-0.5547042388423558,0.6412308241197471,0.6848090712840191,0.0156158686011702,A2,ablation,raw_fine,
mendeley,D3-M,cross_machine_dual,primary,82,0.5704882062534284,0.5450554791306564,0.8888888888888888,0.1543700340522134,0.5919075144508671,0.6071428571428571,0.0884265279583875,"early,middle,late",0.0546163849154746,0.8569570871261378,769,34,0,0.0646782691864486,0.1964005389954395,0.2451117521472604,-0.5547042388423558,0.6412308241197471,0.6848090712840191,0.0156158686011702,A3,ablation,raw_prior,
mendeley,D3-M,cross_machine_dual,primary,82,0.5688425671969282,0.5409576507822589,0.8893166506256015,0.1422018348623853,0.5913544668587897,0.6019417475728155,0.0806241872561768,"early,middle,late",0.0572171651495448,0.8621586475942783,769,33,2,0.0614608744545595,0.1964005389954395,0.2451117521472604,-0.5547042388423558,0.6412308241197471,0.6848090712840191,0.0156158686011702,A4,ablation,mix,
mendeley,D3-M,cross_machine_dual,primary,82,0.5671969281404279,0.5428772596261408,0.8822947576656776,0.1519274376417233,0.5944095835710211,0.5929203539823009,0.0871261378413524,"early,middle,late",0.0416124837451235,0.871261378413524,769,19,1,0.046120073266353,0.1964005389954395,0.2451117521472604,-0.5547042388423558,0.6412308241197471,0.6848090712840191,0.0156158686011702,A5,ablation,ordered,
mendeley,D3-M,cross_machine_dual,primary,82,0.5666483817882612,0.5409846937512809,0.8827586206896552,0.1457858769931662,0.5944095835710211,0.5871559633027523,0.083224967490247,"early,middle,late",0.0442132639791937,0.8725617685305592,769,20,1,0.0512814984969887,0.1964005389954395,0.2451117521472604,-0.5547042388423558,0.6412308241197471,0.6848090712840191,0.0156158686011702,A6,ablation,final,
mendeley,D3-M,cross_machine_dual,primary,82,0.5469007131102578,0.4924595335044447,0.8650137741046832,0.025,0.5873648264086511,0.3225806451612903,0.0130039011703511,"early,middle,late",0.1040312093628088,0.88296488946684,769,23,37,0.0597595471276001,0.1964005389954395,0.2451117521472604,-0.5547042388423558,0.6412308241197471,0.6848090712840191,0.0156158686011702,B11,baseline,raw,
mendeley,D3-M,cross_machine_dual,primary,82,0.5666483817882612,0.5409846937512809,0.8827586206896552,0.1457858769931662,0.5944095835710211,0.5871559633027523,0.083224967490247,"early,middle,late",0.0442132639791937,0.8725617685305592,769,20,1,0.0512814984969887,0.1964005389954395,0.2451117521472604,-0.5547042388423558,0.6412308241197471,0.6848090712840191,0.0156158686011702,B12,proposed,final,
mendeley,D3-M,cross_machine_dual,primary,82,0.4618760285244103,0.38473847997657523,0.6795366795366795,0.0,0.47467876039304613,0.0,0.0,"early,middle,late",0.3719115734720416,0.6280884265279584,769,43,88,0.09064865918735317,,,,,,,B7,baseline,b7,
mendeley,D3-M,cross_machine_dual,primary,82,0.46132748217224356,0.4079162034485922,0.6565847511027095,0.12987012987012986,0.4372937293729373,0.7051282051282052,0.07152145643693109,"early,middle,late",0.37581274382314694,0.552665799739922,769,71,52,0.11559583806151479,,,,,,,B8,baseline,b8,
