epoch,train_loss,val_loss,mono_valid_pairs,mono_violations,mono_violation_rate,mono_loss
0,1.2847658059453853,1.0808721746155137,2886,1446,0.501039501039501,0.010677815583515481
1,0.6234949751913608,1.2297905270956924,2886,1453,0.5034650034650034,0.028658819608252867
2,0.5190404057465257,0.8719611115151211,2886,1399,0.48475398475398473,0.03413999058288722
3,0.44320338485898064,1.148108243455391,2886,1449,0.502079002079002,0.030224677978201588
4,0.503940166592478,1.090946512791657,2886,1419,0.4916839916839917,0.02871664723831909
5,0.40246287347540805,1.1687680242958143,2886,1447,0.5013860013860014,0.02563584650279651
6,0.37204472101813685,1.239865749057616,2886,1429,0.49514899514899513,0.023187734455330105
7,0.3498348640715369,1.189203357331381,2886,1413,0.4896049896049896,0.021679527486472353
8,0.34048429976696387,1.465251994926003,2886,1403,0.48613998613998616,0.020645418799526336
9,0.3592782891655378,1.2129028205520076,2886,1416,0.49064449064449067,0.018205419468953682
10,0.34086279256137497,1.35696064816794,2886,1420,0.49203049203049204,0.016545293304078213
11,0.26256529217244134,1.51732814872496,2886,1421,0.4923769923769924,0.016647861875576167
12,0.33228743875087435,1.4119103208049,2886,1412,0.48925848925848925,0.016123347049994543
13,0.3058563714369904,1.4124131521005676,2886,1387,0.4805959805959806,0.015363395887657285
14,0.27501787660979,1.4431860790320552,2886,1421,0.4923769923769924,0.014720884120827232
15,0.22209023310875045,1.3871836511132372,2886,1426,0.4941094941094941,0.01506532311467007
16,0.21224294485291856,1.2767836926985998,2886,1406,0.48717948717948717,0.015266522900749677
17,0.2665587972867728,1.2638778880684216,2886,1401,0.48544698544698545,0.014761112647862772
18,0.21841768547345836,1.6339457380413247,2886,1399,0.48475398475398473,0.014818358048546719
19,0.2563934925395629,1.3873462068210525,2886,1376,0.4767844767844768,0.015211448732279904
20,0.19116162627500208,1.7237416336595668,2886,1402,0.4857934857934858,0.01491109978098951
