epoch,train_loss,val_loss,mono_valid_pairs,mono_violations,mono_violation_rate,mono_loss
0,1.3004591569255288,1.445665279548094,2934,1464,0.49897750511247446,0.0091182533842158
1,0.6344061725210435,1.6480454637770363,2934,1451,0.494546693933197,0.03039001098498948
2,0.4557742161375068,1.4195711222318015,2934,1461,0.49795501022494887,0.03867736143173754
3,0.41267637436342713,1.9155408312262572,2934,1463,0.49863667348329926,0.034528326052594496
4,0.39689804581501104,1.8846065138896126,2934,1427,0.4863667348329925,0.030824561243132986
5,0.2964770807684845,1.8700124253977302,2934,1446,0.49284253578732107,0.026980522566969836
6,0.31396946913436696,2.197163428561135,2934,1474,0.5023858214042263,0.02557357215682174
7,0.2592254301871207,2.3392325293108667,2934,1420,0.4839809134287662,0.019964226459463438
8,0.36270735919868985,1.7018014380968913,2934,1459,0.4972733469665985,0.018658904289894373
9,0.2516821265269821,2.201993219549599,2934,1468,0.5003408316291752,0.01616896282537247
10,0.251311860757299,1.669605982717889,2934,1425,0.48568507157464214,0.014357960119032034
11,0.26104347962800034,2.182039416409604,2934,1427,0.4863667348329925,0.012739828152723438
12,0.24462720343701713,1.974093188801925,2934,1437,0.4897750511247444,0.012291770336823691
13,0.21874397824343184,2.1630838597060658,2934,1420,0.4839809134287662,0.011321341561725234
14,0.23466285101503823,1.5987971534402414,2934,1459,0.4972733469665985,0.010825054673324324
15,0.1709913331677172,2.40742256278908,2934,1440,0.49079754601226994,0.010512455801783812
16,0.188351456813588,2.6241254598620696,2934,1439,0.49045671438309474,0.009916502339058485
17,0.2623072494741947,1.411967887902642,2934,1466,0.4996591683708248,0.009760227294103934
18,0.18180544439445037,1.8734548223445282,2934,1418,0.4832992501704158,0.009397459294487147
19,0.1952855962552991,1.8353074431006793,2934,1406,0.47920927062031354,0.008681093650891541
20,0.21139279587713775,1.4976707343161384,2934,1424,0.48534423994546694,0.009518640875668808
21,0.1272777019063988,1.8310462518616573,2934,1426,0.48602590320381733,0.009545358190183888
22,0.12903870326035008,1.954634372614218,2934,1417,0.4829584185412406,0.009059896488849185
23,0.165408361768934,1.8826258460938456,2934,1410,0.48057259713701433,0.009151000435473304
24,0.11385968704700236,2.518851691647071,2934,1423,0.48500340831629174,0.010129097225175241
25,0.1255785049555559,2.144671385328634,2934,1401,0.4775051124744376,0.009081433679933103
26,0.12882265665225698,1.9978007075182733,2934,1438,0.49011588275391954,0.0089990318408574
27,0.1161128825803899,2.222784157664231,2934,1459,0.4972733469665985,0.009659877987486302
28,0.10844073932949859,2.157471961170191,2934,1431,0.48773006134969327,0.009507730673297797
29,0.11697251000341717,1.9834131137627766,2934,1433,0.4884117246080436,0.0096571663575917
30,0.09296773234459113,2.1113878132502033,2934,1397,0.4761417859577369,0.009633578072385032
31,0.12304710732087518,1.916511662293167,2934,1447,0.49318336741649627,0.010500358659528171
32,0.11905220865030702,2.5977154763595207,2934,1396,0.4758009543285617,0.010700231481331214
33,0.0778256015001455,1.8213599007523924,2934,1423,0.48500340831629174,0.010963872035123137
34,0.0586807873255647,2.3465146672721335,2934,1439,0.49045671438309474,0.010907998330669829
35,0.06268569212652768,2.6790294584243948,2934,1429,0.48704839809134287,0.010396437177268585
