feature,MI_stage,MI_q,Spearman_q,distribution_instability,final_score,instability_group,selected,rank,max_abs_corr_with_selected
position_control_deviation_axis_y__dominant_freq__rel,0.6136200413910462,2.5915098994627055,0.4020653718003869,0.08847224996600975,2.2828571616955413,domain_id,True,1,0.0
force_sensor_y__shape_factor__rel,0.5656282190959798,1.415421963805911,0.8388625761868695,0.10145398715352222,2.196105472113608,domain_id,True,2,0.1348814244725347
force_sensor_y__shape_factor__rank,0.5801083727720251,1.336807333165945,0.8224626286567743,0.2918176828924026,2.162228234630981,domain_id,False,3,
force_sensor_x__spectral_rolloff95__rank,0.5302861497193618,1.6068926364484484,0.773329723425957,0.10272114291915971,2.1534584680335396,domain_id,True,4,0.4420506654199746
position_control_deviation_axis_y__dominant_freq__rank,0.5950444669447719,2.0489606715016384,0.3587537442421923,0.6746470035377846,1.9787341402186955,domain_id,True,5,0.515168457666283
position_control_deviation_axis_x__spectral_rolloff95__rel,0.6937349223773395,2.175917489810927,0.16073895339946362,0.6001567693365043,1.9751046154623786,domain_id,True,6,0.13711637695795476
force_sensor_z__spectral_rolloff95__rel,0.4849814245614563,1.962270489234645,0.4918354660925181,0.00718908823312328,1.9478123007854513,domain_id,True,7,0.21419866387153402
position_control_deviation_axis_x__dominant_freq__rel,0.6819724922798784,2.223222637834125,0.07777854869831209,0.5765812021449429,1.894435447414776,domain_id,True,8,0.08919892524348007
force_sensor_x__spectral_rolloff95__rel,0.6539888940306102,1.6701761681720373,0.17082393268736576,0.1297480911325522,1.752548501843318,domain_id,True,9,0.33175191897803696
force_sensor_y__spectral_rolloff95__rel,0.5185710423557366,2.5346766312311195,0.04352324124488371,0.5020651543822017,1.747961075102564,domain_id,True,10,0.2280018588933848
force_sensor_y__zero_crossing_rate__rel,0.4784388731278171,1.1605099138573434,0.5061833257442911,0.36323387807471325,1.6283595502536519,domain_id,True,11,0.3708700926051525
position_control_deviation_axis_x__dominant_freq__rank,0.520248984859587,2.1484171397272323,0.07448857171828291,1.8612144169252982,1.5750749467014087,domain_id,True,12,0.42247793278200924
position_control_deviation_axis_x__spectral_rolloff95__rank,0.4285779985170568,2.2630298082801255,0.10840389444181253,1.3073959786515261,1.5443917966601204,domain_id,True,13,0.4744599924579378
force_sensor_y__mean__rel,0.3397225573140017,0.9880835994796522,0.5869725563408674,0.2711523164511924,1.4465346753479746,domain_id,True,14,0.4440543462547684
force_sensor_z__spectral_kurtosis__rank,0.3702178462658725,0.7396413746224741,0.6289089090922364,0.24641990622630708,1.4376026757651212,domain_id,True,15,0.5482106212309388
torque_axis_z__dominant_freq__rel,0.3798709082013547,1.3391173584061753,0.40254732907506613,1.1389051782935957,1.4189038745298397,domain_id,True,16,0.33161790673408315
position_control_deviation_axis_y__std__rel,0.31853303056058424,0.5782829435286265,0.7568500351869507,0.49662414638396474,1.4182433384178976,domain_id,True,17,0.5500420162371232
position_control_deviation_axis_y__rms__rel,0.3137799559752288,0.5823512010705043,0.7567674582041392,0.49628986202666037,1.412893248328751,domain_id,False,18,
position_control_deviation_axis_y__variance__rel,0.31113920224829394,0.5764629133580828,0.7617320863350843,0.5056911897205767,1.4113833470266899,domain_id,False,19,
position_control_deviation_axis_y__energy__rel,0.3067712633560944,0.57766629880929,0.7615474273406326,0.5055858843690414,1.4053712134445924,domain_id,False,20,
force_sensor_z__spectral_kurtosis__rel,0.3758144623520252,0.9924064373304717,0.4624626616171476,0.15918847105443856,1.38043219319653,domain_id,False,21,
force_sensor_y__zero_crossing_rate__rank,0.314439517194415,0.7432868212310852,0.6433345131531782,0.1820759596912053,1.375740997390388,domain_id,True,22,0.7711012332253001
position_control_deviation_axis_y__crest_factor__rel,0.31489506902174846,0.4790503429492281,0.7342632198594486,0.22005918388986884,1.363764856817645,domain_id,True,23,0.6246814338462647
position_control_deviation_axis_y__crest_factor__rank,0.32094520668685167,0.43096312149600235,0.7197248012228804,0.06003182771098872,1.346129249145484,domain_id,False,24,
