raw_component,fine_state,mean_q_train,macro_stage
2,0,0.17631834497426388,early
0,1,0.3635698081362036,middle
3,2,0.5369545698362779,middle
4,3,0.707537804483506,middle
1,4,0.9118098453586573,late
