Metric,Mean,Std,Min,Max,N
Acc,0.5225022502250224,0.10749279475684835,0.4545454545454545,0.9090909090909092,101
Macro-F1,0.2793569069547312,0.108126112467469,0.2083333333333333,0.6055555555555555,101
E-F1,0.0,0.0,0.0,0.0,101
M-F1,0.6364785734364294,0.06963323498135658,0.1818181818181818,0.9,101
L-F1,0.20159214742776452,0.3028458174623363,0.0,0.9166666666666666,101
M-Precision,0.519145604044295,0.12564344324225504,0.4545454545454545,1.0,101
M-Recall,0.9257425742574258,0.17184496812332603,0.1,1.0,101
M_to_E,0.0,0.0,0.0,0.0,101
M_to_L,0.07425742574256683,0.17184496812330885,0.0,0.89999999999991,101
Rev,0.5544554455445545,0.9536796896731363,0.0,4.0,101
Jump,0.0,0.0,0.0,0.0,101
Smooth,0.0737712034684194,0.03966209313401645,0.0406908485392035,0.2477343459261394,101
q-MAE,0.23714781677853314,0.011622458859313163,0.2041557468579183,0.2558185068474505,101
q-RMSE,0.2808872496066586,0.019218796049846165,0.2308168199791658,0.3118913637775459,101
q-R2,-0.16051475574090004,0.15436300328224947,-0.4242457453981765,0.2199667082814086,101
Spearman,0.1321231502032191,0.3301603556343038,-0.6544325239977415,0.7560700169395823,101
