Metric,Mean,Std,Min,Max,N
Acc,0.48827514330380417,0.16860496732679034,0.3157894736842105,0.8947368421052632,101
Macro-F1,0.2934666955774346,0.12594140981213428,0.16,0.5854700854700855,101
E-F1,0.0,0.0,0.0,0.0,101
M-F1,0.5077330434973415,0.10422336892676783,0.0,0.8333333333333334,101
L-F1,0.3726670432349622,0.3386958927131939,0.0,0.9285714285714286,101
M-Precision,0.40520138156774893,0.16044806797996697,0.0,1.0,101
M-Recall,0.834983498349835,0.2351064174001856,0.0,1.0,101
M_to_E,0.0,0.0,0.0,0.0,101
M_to_L,0.16501650165013748,0.23510641740014634,0.0,0.9999999999998334,101
Rev,0.6534653465346535,0.792914163883537,0.0,3.0,101
Jump,0.0,0.0,0.0,0.0,101
Smooth,0.14941886713098557,0.10877593861367194,0.0431008059964756,0.4844652299798409,101
q-MAE,0.23893993381317655,0.03738357384429096,0.1640780395026779,0.3039515607222551,101
q-RMSE,0.2808274894868185,0.04014312157722419,0.1865946055766357,0.3501641073956606,101
q-R2,-0.04438518429887987,0.28891679494710215,-0.5915713827485507,0.5480597366239089,101
Spearman,0.376428695501129,0.3584632924455114,-0.6456140350877193,0.8350877192982457,101
