Metric,Mean,Std,Min,Max,N
Acc,0.536003600360036,0.0576096983352602,0.4545454545454545,0.6818181818181818,101
Macro-F1,0.2739774343223858,0.0736961559136504,0.2222222222222222,0.4541062801932367,101
E-F1,0.0,0.0,0.0,0.0,101
M-F1,0.4549181987520816,0.26189015251820685,0.0,0.7333333333333333,101
L-F1,0.36701410421507574,0.33604036226149336,0.0,0.7586206896551724,101
M-Precision,0.5448167328895649,0.3069109793979713,0.0,1.0,101
M-Recall,0.5778577857785779,0.4292188096006688,0.0,1.0,101
M_to_E,0.0,0.0,0.0,0.0,101
M_to_L,0.42214221422138376,0.42921880960062975,0.0,0.9999999999999092,101
Rev,0.7128712871287128,1.0328275138024388,0.0,4.0,101
Jump,0.0,0.0,0.0,0.0,101
Smooth,0.10570135878928333,0.07598577927637332,0.0285301826527971,0.3730579736117899,101
q-MAE,0.26174315033684553,0.020880062777816195,0.2323927959114333,0.3312449137864469,101
q-RMSE,0.3037735039653174,0.027400457595220726,0.2665355178658539,0.4003516002555143,101
q-R2,-0.1350730388943178,0.2194961357607192,-0.9557921783684648,0.1331384344314291,101
Spearman,0.18662052540657798,0.27377548466968127,-0.4466403162055336,0.9040090344438172,101
