dataset,task,group,channel_set,seed,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,Method,kind,variant,oracle_wear_reference
mendeley,D1-M,cross_machine_dual,primary,52,0.3759312320916905,0.2787939473688809,0.5279241306638567,0.308457711442786,0.0,0.4454022988505747,0.2359208523592085,"early,middle,late",0.7640791476407914,0.0,657,1,0,0.0085577993898574,0.1651290678211783,0.2176336954658345,0.0582417062043618,0.7393304619448686,0.4063124445930754,0.0016818313798455,A1,ablation,raw,
mendeley,D1-M,cross_machine_dual,primary,52,0.3828080229226361,0.2865666838020182,0.5312831389183457,0.3284169124877089,0.0,0.4638888888888889,0.2541856925418569,"early,middle,late",0.745814307458143,0.0,657,2,0,0.0051779089707373,0.1651290678211783,0.2176336954658345,0.0582417062043618,0.7393304619448686,0.4063124445930754,0.0016818313798455,A2,ablation,raw_fine,
mendeley,D1-M,cross_machine_dual,primary,52,0.388538681948424,0.2927686259924478,0.5372654155495978,0.3410404624277456,0.0,0.4645669291338583,0.2694063926940639,"early,middle,late",0.730593607305936,0.0,657,4,0,0.0077159337036427,0.1651290678211783,0.2176336954658345,0.0582417062043618,0.7393304619448686,0.4063124445930754,0.0016818313798455,A3,ablation,raw_prior,
mendeley,D1-M,cross_machine_dual,primary,52,0.3868194842406877,0.2909591950822103,0.5346851654215582,0.3381924198250728,0.0,0.4677419354838709,0.2648401826484018,"early,middle,late",0.7351598173515982,0.0,657,3,0,0.0068257881017191,0.1651290678211783,0.2176336954658345,0.0582417062043618,0.7393304619448686,0.4063124445930754,0.0016818313798455,A4,ablation,mix,
mendeley,D1-M,cross_machine_dual,primary,52,0.3851002865329513,0.2891260157312796,0.5324123273113709,0.3349657198824681,0.0,0.4697802197802198,0.2602739726027397,"early,middle,late",0.7397260273972602,0.0,657,0,0,0.0043629559262225,0.1651290678211783,0.2176336954658345,0.0582417062043618,0.7393304619448686,0.4063124445930754,0.0016818313798455,A5,ablation,ordered,
mendeley,D1-M,cross_machine_dual,primary,52,0.3856733524355301,0.2897634289126718,0.532695374800638,0.3365949119373776,0.0,0.4712328767123288,0.2617960426179604,"early,middle,late",0.7382039573820396,0.0,657,0,0,0.0060785311267285,0.1651290678211783,0.2176336954658345,0.0582417062043618,0.7393304619448686,0.4063124445930754,0.0016818313798455,A6,ablation,final,
mendeley,D1-M,cross_machine_dual,primary,52,0.3759312320916905,0.2787939473688809,0.5279241306638567,0.308457711442786,0.0,0.4454022988505747,0.2359208523592085,"early,middle,late",0.7640791476407914,0.0,657,1,0,0.0085577993898574,0.1651290678211783,0.2176336954658345,0.0582417062043618,0.7393304619448686,0.4063124445930754,0.0016818313798455,B11,baseline,raw,
mendeley,D1-M,cross_machine_dual,primary,52,0.3856733524355301,0.2897634289126718,0.532695374800638,0.3365949119373776,0.0,0.4712328767123288,0.2617960426179604,"early,middle,late",0.7382039573820396,0.0,657,0,0,0.0060785311267285,0.1651290678211783,0.2176336954658345,0.0582417062043618,0.7393304619448686,0.4063124445930754,0.0016818313798455,B12,proposed,final,
mendeley,D1-M,cross_machine_dual,primary,52,0.3793696275071633,0.3035410571544955,0.5149023638232272,0.036061026352288486,0.3596597812879708,0.203125,0.0197869101978691,"early,middle,late",0.8462709284627092,0.1339421613394216,657,17,15,0.03311380411499729,,,,,,,B7,baseline,b7,
mendeley,D1-M,cross_machine_dual,primary,52,0.3793696275071633,0.2829974207858535,0.546644844517185,0.3023474178403756,0.0,0.3946078431372549,0.2450532724505327,"early,middle,late",0.7473363774733638,0.0076103500761035,657,17,0,0.03224687299067763,,,,,,,B8,baseline,b8,
mendeley,D1-M,cross_machine_dual,primary,52,0.3799426934097421,0.3134881248977217,0.547840349917988,0.18860103626943006,0.20402298850574713,0.29545454545454547,0.1385083713850837,"early,middle,late",0.8036529680365296,0.0578386605783866,657,23,12,0.05822758655354412,,,,,,,B9,baseline,b9,
mendeley,D1-M,cross_machine_dual,primary,52,0.37363896848137534,0.2761707272748282,0.526813880126183,0.3016983016983017,0.0,0.438953488372093,0.2298325722983257,"early,middle,late",0.7701674277016742,0.0,657,1,0,0.007583116344791054,,,,,,,B10,baseline,b10,
mendeley,D1-M,cross_machine_dual,primary,52,0.8744985673352436,0.8764716558234439,0.9002961500493584,0.8276409849086577,0.9014778325123153,0.8654485049833887,0.7929984779299848,"early,middle,late",0.0821917808219178,0.1248097412480974,657,0,0,0.006888633754305396,,,,,,,B1,baseline,b1,True
mendeley,D1-M,cross_machine_dual,primary,52,0.42120343839541546,0.4170752434460545,0.4271356783919598,0.49184782608695654,0.3322422258592471,0.4441717791411043,0.5509893455098934,"early,middle,late",0.1385083713850837,0.3105022831050228,657,193,62,0.41676234213547647,,,,,,,B2,baseline,b2,False
mendeley,D1-M,cross_machine_dual,primary,52,0.4372492836676218,0.3948716254956955,0.6526315789473685,0.4059087989723828,0.12607449856733524,0.3511111111111111,0.4809741248097412,"early,middle,late",0.4185692541856925,0.1004566210045662,657,97,7,0.09724454649827785,,,,,,,B3,baseline,b3,False
mendeley,D1-M,cross_machine_dual,primary,52,0.42406876790830944,0.38470165767522113,0.6051282051282051,0.288107202680067,0.2608695652173913,0.3202979515828678,0.2617960426179604,"early,middle,late",0.6575342465753424,0.0806697108066971,657,84,21,0.17410007348066342,,,,,,,B4,baseline,b4,False
mendeley,D1-M,cross_machine_dual,primary,52,0.47793696275071634,0.4356839097666816,0.6986301369863014,0.4635352286773795,0.14488636363636365,0.39021852237252863,0.5707762557077626,"early,middle,late",0.3302891933028919,0.0989345509893455,657,93,6,0.09544776119402984,,,,,,,B5,baseline,b5,False
mendeley,D1-M,cross_machine_dual,primary,52,0.49570200573065903,0.4792113479275603,0.6284501061571125,0.5589142504626774,0.25026968716289105,0.4699170124481328,0.6894977168949772,"early,middle,late",0.1461187214611872,0.1643835616438356,657,100,61,0.2138246298948289,,,,,,,B6,baseline,b6,False
