feature,MI_stage,MI_q,Spearman_q,distribution_instability,final_score,instability_group,selected,rank,max_abs_corr_with_selected
position_control_deviation_axis_y__dominant_freq__rel,0.543993801187421,2.478154527129215,0.40289898640583893,0.10577758678887379,2.1338634641240244,domain_id,True,1,0.0
force_sensor_y__shape_factor__rel,0.5313290334204859,1.4012300756589746,0.8138431062861243,0.2022765584691612,2.091862556999354,domain_id,True,2,0.12770846384342951
force_sensor_y__shape_factor__rank,0.5459394482979474,1.3307645276126956,0.805900247175362,0.3330595419424239,2.0701077368549767,domain_id,False,3,
force_sensor_x__spectral_rolloff95__rank,0.5060976691839503,1.4707021096774904,0.7815676615155411,0.05047295287678544,2.059394369953711,domain_id,True,4,0.4768891344657675
force_sensor_z__spectral_rolloff95__rel,0.47796065803347476,2.0484743780824006,0.5005936123834556,0.0477531578217054,1.9716993371636464,domain_id,True,5,0.1841597273142027
position_control_deviation_axis_y__dominant_freq__rank,0.589609055919629,2.180394924721884,0.3069094914965949,0.7762925538287049,1.9525491242044817,domain_id,True,6,0.48477150110113726
force_sensor_z__dominant_freq__rel,0.579250134000096,1.5707198283053923,0.42277791913027696,0.00324750890114012,1.8424885960194672,domain_id,True,7,0.09384484958389527
position_control_deviation_axis_x__dominant_freq__rel,0.7329074891170517,1.9721416424118807,0.06685127295603427,0.4272899424086249,1.8392426377482944,domain_id,True,8,0.06611225799629131
force_sensor_y__spectral_rolloff95__rel,0.5534100682991039,2.495178835226941,0.07498237457384836,0.5719935785528931,1.805989201321591,domain_id,True,9,0.2774246470229722
force_sensor_x__spectral_rolloff95__rel,0.6476801346942009,1.7980553131472008,0.1983688295322791,0.14784348642362705,1.7964695619366677,domain_id,True,10,0.3447285616288815
position_control_deviation_axis_x__spectral_rolloff95__rel,0.6232038213792073,2.066222898786435,0.0680646526548643,0.6713813990237855,1.7182018046014984,domain_id,True,11,0.19813092201666682
force_sensor_y__dominant_freq__rel,0.4472901057697687,1.4863150358912667,0.5216983937249094,1.1370384910342919,1.6797976575252864,domain_id,True,12,0.2702885621786422
position_control_deviation_axis_x__spectral_rolloff95__rank,0.40357611800378934,2.165724835776725,0.20845492823668083,1.0488001580851483,1.5829135527456812,domain_id,True,13,0.5496193651227034
force_sensor_y__zero_crossing_rate__rel,0.4706230610773483,1.1137901956960188,0.49907289015780554,0.3755656201823741,1.5717695472330455,domain_id,True,14,0.3591513795438396
position_control_deviation_axis_y__variance__rel,0.33076748277497203,0.6319324503622159,0.7850546434373848,0.4311587599295537,1.471472272894319,domain_id,True,15,0.5796498552593751
position_control_deviation_axis_y__energy__rel,0.3296686631252561,0.6297488717735416,0.7849581479018476,0.43053871980906544,1.4690275018103023,domain_id,False,16,
force_sensor_y__energy__rel,0.3478626688029427,0.9587145614122337,0.6108707568366022,0.055903195838701965,1.4673777485530073,domain_id,True,17,0.47768257806469405
force_sensor_z__mean__rel,0.3536985756997537,0.8101150601348577,0.6612922494416308,0.18607717773079294,1.4607267603769047,domain_id,True,18,0.5195568702738195
position_control_deviation_axis_y__std__rel,0.3207205481628892,0.628148342084625,0.7820437904212623,0.4151202243813614,1.4539117713332872,domain_id,False,19,
position_control_deviation_axis_y__rms__rel,0.3175971868901408,0.6283485429187428,0.7819342832583752,0.4144793351232986,1.4496478778772777,domain_id,False,20,
position_control_deviation_axis_x__dominant_freq__rank,0.536752066541391,1.919965927743419,0.019069930774438085,1.8664982684155058,1.4423178804460202,domain_id,True,21,0.38810048678903264
torque_axis_z__dominant_freq__rel,0.38168550199622886,1.3562126520706936,0.40841314123491534,1.1389051782935957,1.4247795050854233,domain_id,True,22,0.33055098283004875
force_sensor_y__mean__rel,0.3175148756931727,0.9438103791110617,0.6175283743453265,0.40552633148039846,1.4119351430235791,domain_id,True,23,0.7007675692124137
position_control_deviation_axis_y__crest_factor__rel,0.3303476694351113,0.5062938973597255,0.758833487735692,0.17160881870329658,1.4052532094549615,domain_id,True,24,0.6530438224960243
force_sensor_z__spectral_kurtosis__rank,0.3589997593415848,0.7163995819967885,0.632756646723021,0.20215441643203955,1.4011887482625276,domain_id,True,25,0.5418308582353335
position_control_deviation_axis_y__kurtosis__rel,0.3347558569306839,0.5893631577629961,0.7061456762639984,0.4142972102360813,1.3816544351988922,domain_id,True,26,0.7551159141430224
position_control_deviation_axis_y__crest_factor__rank,0.3304702001875788,0.48412177317532734,0.7352669683922909,0.03239218516114453,1.378829107014029,domain_id,True,27,0.9114654164120634
