epoch,train_loss,val_loss,mono_valid_pairs,mono_violations,mono_violation_rate,mono_loss
0,1.260081424650186,0.9994814703192736,2934,1476,0.5030674846625767,0.012556570083081182
1,0.8940168090385966,1.7110886190839383,2934,1492,0.5085207907293797,0.03380871781581404
2,0.6161767611015748,1.6856255298142606,2934,1470,0.5010224948875256,0.03408198205772603
3,0.5364661296011984,1.8199184915639577,2934,1460,0.49761417859577367,0.03571170119648621
4,0.41134130262305635,1.57859042402685,2934,1470,0.5010224948875256,0.035206032584946936
5,0.36343525862536413,1.5579128420762138,2934,1448,0.49352419904567146,0.031572981606615654
6,0.3869360289754647,1.678415450098601,2934,1461,0.49795501022494887,0.02700573038063919
7,0.314696001996695,1.7870332427670301,2934,1452,0.4948875255623722,0.023194896405802506
8,0.2926862231870689,1.723251481072427,2934,1424,0.48534423994546694,0.021067533847374885
9,0.2830902074331498,2.024836382408834,2934,1467,0.5,0.019574175050894024
10,0.23762429914262034,1.7326579963103168,2934,1442,0.49147920927062033,0.016333790934297314
11,0.28164817582164264,1.5560871690724025,2934,1434,0.4887525562372188,0.013778009255210756
12,0.2856638566815224,1.890825732345717,2934,1455,0.49591002044989774,0.012949080727133813
13,0.2567132513097214,1.8561944669122215,2934,1425,0.48568507157464214,0.011977570294940433
14,0.2446985054183321,1.3447462120358809,2934,1428,0.4867075664621677,0.01158547384584501
15,0.3062956039882926,1.863193756702882,2934,1459,0.4972733469665985,0.010796110282833426
16,0.21452813181817137,2.0169743413245547,2934,1450,0.4942058623040218,0.010742947664542167
17,0.2515950581741215,1.9718316118763712,2934,1425,0.48568507157464214,0.010512015083343675
18,0.21953187980151215,1.6007120516102935,2934,1449,0.4938650306748466,0.010098562883858634
