Metric,Mean,Std,Min,Max,N
Acc,0.5303277511961724,0.026618256086220173,0.48978468899521527,0.5766028708133971,10
Macro-F1,0.3352509750799352,0.02363257971996309,0.3012845631380114,0.3773337476936548,10
E-F1,0.0,0.0,0.0,0.0,10
M-F1,0.4839222277828671,0.07902608934571949,0.35024350649350644,0.6109250398724083,10
L-F1,0.5218306974569386,0.04656787229546075,0.44779761904761906,0.578202614379085,10
M-Precision,0.4703879974729433,0.06361800867155917,0.35416666666666663,0.5613095238095238,10
M-Recall,0.616439393939394,0.10674445840445872,0.4431818181818182,0.7863636363636364,10
M_to_E,0.02909090909090626,0.045325574607479734,0.0,0.149999999999985,10
M_to_L,0.35446969696966335,0.11777667865972533,0.19090909090907263,0.5568181818181301,10
Rev,1.7,0.4216370213557839,1.0,2.25,10
Jump,0.2,0.32914029430219166,0.0,1.0,10
Smooth,0.25894047729671,0.034370817604100885,0.198217861354351,0.3300787918269634,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
