Metric,Mean,Std,Min,Max,N
Acc,0.5681818181818181,0.08088695645478267,0.4545454545454545,0.6818181818181818,10
Macro-F1,0.3592553528548232,0.07328183137484608,0.2083333333333333,0.4505263157894736,10
E-F1,0.0,0.0,0.0,0.0,10
M-F1,0.4914578284803775,0.22568341210790546,0.0,0.7586206896551724,10
L-F1,0.5863082300840923,0.0953020128185898,0.4444444444444444,0.72,10
M-Precision,0.5440277777777778,0.2207397017903713,0.0,0.75,10
M-Recall,0.5,0.30378693417823366,0.0,1.0,10
M_to_E,0.01818181818181652,0.038330638305067756,0.0,0.0909090909090826,10
M_to_L,0.48181818181813807,0.3179652942926905,0.0,0.9999999999999092,10
Rev,2.6,1.1737877907772674,1.0,4.0,10
Jump,0.4,1.2649110640673518,0.0,4.0,10
Smooth,0.33770065754652023,0.15553261025048903,0.1680081486701965,0.6688863039016724,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
