Metric,Mean,Std,Min,Max,N
Acc,0.556,0.04788875998951458,0.44,0.6,10
Macro-F1,0.3323176279058632,0.04344156780079487,0.2393162393162393,0.373015873015873,10
E-F1,0.0,0.0,0.0,0.0,10
M-F1,0.3954761904761904,0.1832979420247715,0.0,0.6666666666666666,10
L-F1,0.6014766932413991,0.15531185955490948,0.3,0.7222222222222222,10
M-Precision,0.47492577597840757,0.18233137951310446,0.0,0.6666666666666666,10
M-Recall,0.40909090909090906,0.2945791226549027,0.0,1.0,10
M_to_E,0.01818181818181652,0.038330638305067756,0.0,0.0909090909090826,10
M_to_L,0.5727272727272207,0.3001377094403214,0.0,0.9999999999999092,10
Rev,1.6,1.2649110640673518,0.0,4.0,10
Jump,0.1,0.31622776601683794,0.0,1.0,10
Smooth,0.2076168686151504,0.080205636459167,0.0243426114320755,0.3114190399646759,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
