Metric,Mean,Std,Min,Max,N
Acc,0.47894736842105257,0.03883498880908538,0.4210526315789473,0.5263157894736842,10
Macro-F1,0.3119611402566712,0.028442519495822577,0.2628019323671497,0.3473389355742296,10
E-F1,0.0,0.0,0.0,0.0,10
M-F1,0.538435020357217,0.044183292261327875,0.4210526315789473,0.5714285714285714,10
L-F1,0.39744840041279667,0.06344637399275395,0.2666666666666666,0.4705882352941176,10
M-Precision,0.3735633484162896,0.027631056322669763,0.3076923076923077,0.4,10
M-Recall,0.9666666666666666,0.10540925533894599,0.6666666666666666,1.0,10
M_to_E,0.0,0.0,0.0,0.0,10
M_to_L,0.03333333333332777,0.10540925533892839,0.0,0.3333333333332777,10
Rev,0.7,0.6749485577105528,0.0,2.0,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.2229203730821609,0.05948935625027924,0.1499644517898559,0.3209343552589416,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
