Metric,Mean,Std,Min,Max,N
Acc,0.5181818181818182,0.09630453686103456,0.3181818181818182,0.6818181818181818,10
Macro-F1,0.33746977930238303,0.058158298516220466,0.2417582417582417,0.4505263157894736,10
E-F1,0.0,0.0,0.0,0.0,10
M-F1,0.5103198718176833,0.14900096577851693,0.1538461538461538,0.6666666666666666,10
L-F1,0.502089466089466,0.1568628374557387,0.2666666666666666,0.72,10
M-Precision,0.4890350877192982,0.0895633291742909,0.3333333333333333,0.6666666666666666,10
M-Recall,0.59,0.264365067451978,0.1,1.0,10
M_to_E,0.079999999999992,0.1873795909673839,0.0,0.59999999999994,10
M_to_L,0.329999999999967,0.18885620632285172,0.0,0.59999999999994,10
Rev,1.9,1.1972189997378648,1.0,5.0,10
Jump,0.3,0.6749485577105528,0.0,2.0,10
Smooth,0.2675240099430084,0.08612329460284775,0.2018261849880218,0.4557646811008453,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
