Metric,Mean,Std,Min,Max,N
Acc,0.8049098257699273,0.014853026572760684,0.75281715739731,0.8389676481279534,101
Macro-F1,0.8021433437173617,0.015456808928932211,0.7457572218031361,0.8385546658152521,101
E-F1,0.7349145563426622,0.02209819008759322,0.6881547139403706,0.7877885331347729,101
M-F1,0.8009940751999444,0.014704911557769698,0.7511057498994773,0.8298117556665386,101
L-F1,0.8705213996094782,0.022729554929364463,0.7629969418960245,0.9053968253968254,101
M-Precision,0.6907615113290939,0.017396183962320563,0.6252771618625277,0.7356890459363957,101
M-Recall,0.9542385333939757,0.03154292188342562,0.8250883392226148,0.9982332155477032,101
M_to_E,0.0,0.0,0.0,0.0,101
M_to_L,0.045761466606024495,0.0315429218834256,0.0017667844522968,0.174911660777385,101
Rev,61.00990099009901,7.238086832174577,46.0,80.0,101
Jump,1.1683168316831682,0.4487606696379056,1.0,3.0,101
Smooth,0.055310225022502206,0.0013626360658782184,0.0520090909090909,0.0590672727272727,101
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
