Dataset,Method,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
MTW_CM,B1_RF,0,0.5172340376549945,0.4674585918324597,0.6087286830998725,0.46020444598683613,0.33344264641067034,0.4720175825885144,0.517271690902333,0.41066926876642335,0.0720590403312429,91.0,46.333333333333336,0.09056126115661693,,,,
MTW_CM,B1_RF,1,0.5306539406400975,0.4811750336364187,0.6300360880555678,0.4602112651743502,0.35327774767933845,0.47132726130907515,0.5072603150736523,0.4263036394429231,0.06643604548342384,87.66666666666667,43.0,0.08941563071906787,,,,
MTW_CM,B1_RF,2,0.5039780883235169,0.459439882001139,0.6200484792594265,0.44675234274737474,0.31151882399661585,0.44214697304533684,0.5191035452168441,0.36974161756390894,0.1111548372192462,102.66666666666667,60.0,0.0909484068959771,,,,
MTW_CM,B1_RF,3,0.5081365934692627,0.4601697300773863,0.5993612776390416,0.4349846910527477,0.3461632215403696,0.447922978983623,0.4831544445701721,0.44743052545393186,0.06941502997589523,91.0,49.0,0.09026728763480481,,,,
MTW_CM,B1_RF,4,0.5291893444269324,0.48640145471353474,0.6392843635973631,0.4694515598667299,0.3504684406765113,0.47207587235996323,0.516746637815828,0.3769976756598765,0.10625568652429473,107.33333333333333,53.333333333333336,0.09137734062978442,,,,
MTW_CM,B1_RF,5,0.5402693662035997,0.4923795536809978,0.6377469031116477,0.47757417180398426,0.36181758612736153,0.4805703474918112,0.5306853145182752,0.4032462909852148,0.0660683944965092,94.66666666666667,44.666666666666664,0.08895786053797727,,,,
MTW_CM,B1_RF,6,0.524197052985274,0.47808337187621636,0.6289635409779537,0.4530239822940516,0.35226259235664364,0.47207801011660094,0.49099073968174184,0.40281348737447153,0.10619577294378595,91.66666666666667,48.0,0.08806686678083057,,,,
MTW_CM,B1_RF,7,0.5280856555234511,0.4790209396260452,0.6263586199507126,0.4582291236327196,0.3524750752947032,0.4660316528503878,0.4997369964118084,0.397227285892515,0.10303571769567581,98.66666666666667,59.666666666666664,0.0890074140589166,,,,
MTW_CM,B1_RF,8,0.5406976715195898,0.4974140733286956,0.6506815014627741,0.4868073617793028,0.3547533567440097,0.4936575207285132,0.537326264400413,0.3513586800545485,0.11131505554503766,93.0,53.333333333333336,0.0894061411120744,,,,
MTW_CM,B1_RF,9,0.5264541038177523,0.47839481429015146,0.6258486078536135,0.4484034308027493,0.36093240421409156,0.4693099196262223,0.4866901821787588,0.4013257249625415,0.111984092858699,96.0,58.0,0.0880551052689962,,,,
MTW_CM,B1_RF,10,0.5306297108370345,0.48322825474425435,0.6318436634670603,0.46116237816303873,0.3566787226026638,0.4909998302523248,0.49215295870078646,0.40147812989254406,0.10636891140666878,98.33333333333333,55.666666666666664,0.0907335563794624,,,,
MTW_CM,B1_RF,11,0.5189236630405841,0.4729337176966981,0.6261927230864078,0.45030848392283745,0.3422999460808489,0.4559605443730285,0.49411759644875924,0.3898142045353327,0.11606819901590733,97.33333333333333,48.333333333333336,0.08995276170653244,,,,
MTW_CM,B1_RF,12,0.5143564300839015,0.4662730731346258,0.6172351377936744,0.43605806229208977,0.34552601931811305,0.4532326065413823,0.4889336601246781,0.446819586210718,0.06424675366460314,84.0,49.333333333333336,0.08992891465308168,,,,
MTW_CM,B1_RF,13,0.542261999745386,0.4954268851075545,0.642871744493969,0.4942626213253048,0.3491462895033896,0.49819933518292564,0.5543580387079894,0.3641013156306095,0.08154064566140043,92.66666666666667,55.666666666666664,0.08786514734577262,,,,
MTW_CM,B1_RF,14,0.5397134920278498,0.4955844418586437,0.6470295070657038,0.48469325982927197,0.35503055868095496,0.4884112996118651,0.5309219480413866,0.35460470713512326,0.11447334482348943,96.33333333333333,58.666666666666664,0.08900089436876744,,,,
MTW_CM,B1_RF,15,0.5305214950204998,0.4832791703282065,0.6305333937065614,0.46382170877860984,0.3554824084994481,0.48217136882654743,0.5125354156472564,0.4031625012617935,0.08430208309094946,92.33333333333333,55.333333333333336,0.09173274413639614,,,,
MTW_CM,B1_RF,16,0.537010425448806,0.4889526917450944,0.6371265663092088,0.4754473611918968,0.3542841477341776,0.4816495600307092,0.5235081107559377,0.40102949200335897,0.07546239724070247,87.0,44.666666666666664,0.08840679651630656,,,,
MTW_CM,B1_RF,17,0.5119722761509096,0.4649857328217926,0.6133591142885708,0.42326200221099497,0.3583360819658121,0.4517858046241392,0.4620001732072366,0.43176712526695543,0.10623270152580716,95.0,60.666666666666664,0.08685403344795496,,,,
MTW_CM,B1_RF,18,0.5350934783177418,0.4876676330058876,0.6252576992962957,0.49307310600031246,0.34467209372105456,0.501087273211167,0.5415028619071152,0.3901143960641256,0.06838274202875848,94.0,47.333333333333336,0.08938012080212587,,,,
MTW_CM,B1_RF,19,0.5240311796554763,0.4804581645053094,0.6278013571877268,0.4675838360277997,0.3459893003004016,0.47748227979839997,0.5141748270609227,0.4017440138180464,0.08408115912103024,104.0,56.0,0.092772442409167,,,,
MTW_CM,B1_RF,20,0.5301034906474666,0.48371454158433685,0.6361674580683613,0.458636585478337,0.3563395812063122,0.4724938949309238,0.5019910276292142,0.40211348031502236,0.0958954920557626,99.0,58.0,0.08827645111397557,,,,
MTW_CM,B1_RF,21,0.524350587123115,0.4786491717085389,0.6124333909202592,0.469927704995148,0.35358641921020934,0.48172473037422336,0.518646644571274,0.4102311870628661,0.07112216836585923,94.0,52.0,0.09024954965749293,,,,
MTW_CM,B1_RF,22,0.5296845305309758,0.48673362059116826,0.6434363009102492,0.4649184661249202,0.35184609473833534,0.4629305239948378,0.5180087227104679,0.40025163307490413,0.08173964421462716,100.0,53.0,0.09187007930669748,,,,
MTW_CM,B1_RF,23,0.5204497639658084,0.4722984432780745,0.636796765884713,0.4481459804043264,0.3319525835451843,0.4560038518885084,0.48669821355232057,0.4184326835341312,0.09486910291354744,96.66666666666667,51.333333333333336,0.08836689409045284,,,,
MTW_CM,B1_RF,24,0.5201312305775921,0.47423247370404065,0.6330294427595642,0.45685370485286597,0.33281427349969167,0.4590188913468054,0.5139879431761181,0.38258783571144345,0.10342422111243776,99.66666666666667,54.0,0.09240987214311713,,,,
MTW_CM,B1_RF,25,0.5265451279074579,0.48250096623397504,0.6352714408576337,0.4682185625534639,0.34401289529082774,0.4748343215197373,0.5182146435150585,0.3602892130957394,0.12149614338920127,95.0,48.666666666666664,0.09162200497762034,,,,
MTW_CM,B1_RF,26,0.5171886745784449,0.47047251159121983,0.6277361012707335,0.43574162702069685,0.34793980648222916,0.4452042680493458,0.482490867191745,0.44253443460739833,0.07497469820085582,94.0,46.0,0.0886334503483052,,,,
MTW_CM,B1_RF,27,0.5267161643925604,0.48032313682003175,0.6366708371595126,0.4627384763319425,0.34156009696864004,0.4706613017487722,0.5146010149879722,0.3972516970717795,0.08814728794024757,100.33333333333333,63.666666666666664,0.08840842331486136,,,,
MTW_CM,B1_RF,28,0.5301766282947,0.48647350256344396,0.629497640188785,0.4649182653567854,0.3650046021447615,0.4730035600089417,0.5116888663273734,0.37356427628440686,0.11474685738821898,100.33333333333333,59.0,0.09031625685220057,,,,
MTW_CM,B1_RF,29,0.5235360960885519,0.4755757051664162,0.6317472389441808,0.4510442340799692,0.3439356424750984,0.4675831761363844,0.48311968469214395,0.43873156873495267,0.07814874657290259,97.66666666666667,49.333333333333336,0.09101175725777083,,,,
MTW_CM,B1_RF,30,0.5277790530070152,0.48247423229488057,0.6296570893825024,0.4652294168741265,0.35253619062801267,0.47086821853945143,0.5333790745119297,0.38111986614756566,0.08550105934050396,88.66666666666667,55.666666666666664,0.09120588062393127,,,,
MTW_CM,B1_RF,31,0.5213102184447029,0.4761844381490812,0.61561263154906,0.46687061058653306,0.3460700723116505,0.468580758373178,0.5252536400440527,0.3938380905443621,0.0809082694115844,97.66666666666667,48.333333333333336,0.0915560071876582,,,,
MTW_CM,B1_RF,32,0.5360416157074659,0.4942364250876732,0.6404029272626289,0.4929299355342464,0.3493764124661442,0.4944481539670071,0.5399928570199136,0.331365264475334,0.12864187850475162,104.33333333333333,50.666666666666664,0.08879318782391833,,,,
MTW_CM,B1_RF,33,0.5318512553412738,0.4895150775448614,0.6373317465751563,0.4788576590190752,0.3523558270403528,0.48814018879259374,0.525190983673705,0.3612056219605602,0.11360339436573409,97.0,63.0,0.09172855403576034,,,,
MTW_CM,B1_RF,34,0.5217321647072001,0.4689147279076054,0.6281854936333376,0.44439630241297046,0.3341623876765083,0.46441577286120905,0.4780351619689205,0.4649168469465237,0.0570479910845551,93.33333333333333,40.333333333333336,0.08817181356460296,,,,
MTW_CM,B1_RF,35,0.5369042557277224,0.4920926142667961,0.6554161655293994,0.46372611915874223,0.3571355581122469,0.47041956279071595,0.5120181625514899,0.36627391058514863,0.1217079268633607,103.33333333333333,55.0,0.09016253821256699,,,,
MTW_CM,B1_RF,36,0.5309155962466113,0.4888923619552519,0.6489643496523226,0.4629942209733677,0.3547185152400654,0.46824167061009164,0.5069595133236605,0.37253966651690024,0.12050082015943842,105.0,54.0,0.09106052023472412,,,,
MTW_CM,B1_RF,37,0.51797829068692,0.4743097554293712,0.6106722659816662,0.46229957126608673,0.3499574290403606,0.48194835452145607,0.5008108312721786,0.4011238379124082,0.09806533081541247,98.33333333333333,56.333333333333336,0.0896685509291344,,,,
MTW_CM,B1_RF,38,0.5070330470207683,0.462634426182087,0.6159179765052418,0.4298198400941217,0.3421654619468977,0.4543016388649845,0.44588988769568316,0.41584179972408714,0.1382683125802289,110.0,63.333333333333336,0.08890536577239778,,,,
