Metric,Mean,Std,Min,Max,N
Acc,0.3473167393535842,0.010183104521559128,0.3170597915523861,0.3691716950082282,101
Macro-F1,0.2762337998065794,0.015145638937793617,0.2269783728027551,0.310448204810466,101
E-F1,0.5196233377540427,0.01690715829836455,0.4771622934888241,0.5635234330886505,101
M-F1,0.1682955096589442,0.029902443744181433,0.1124497991967871,0.2358318098720292,101
L-F1,0.14078255200675133,0.016646947069454517,0.069078947368421,0.1653116531165311,101
M-Precision,0.3425815036678809,0.035885946854401905,0.2466960352422907,0.4505928853754941,101
M-Recall,0.1120266773101237,0.023189559212736844,0.0702210663198959,0.1677503250975292,101
M_to_E,0.7117768994064547,0.0629167346386206,0.5435630689206755,0.836150845253575,101
M_to_L,0.1761964232834204,0.049512129151325995,0.0780234070221065,0.2886866059817941,101
Rev,133.3861386138614,12.020790570532126,102.0,161.0,101
Jump,124.10891089108911,15.272786903573957,87.0,155.0,101
Smooth,0.12485634869743828,0.002877823720108361,0.1184769484083424,0.1319346871569703,101
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
