Metric,Mean,Std,Min,Max,N
Acc,0.5260275392591625,0.008855871177130527,0.5039780883235169,0.5458326934880943,101
Macro-F1,0.4795946652456566,0.009364543794146245,0.4560988481817068,0.5019158202636125,101
E-F1,0.6289335465150533,0.01140278957502379,0.5992025539704865,0.6558707359506049,101
M-F1,0.46034895712945756,0.01620468501912536,0.41623411921788334,0.5007713937030579,101
L-F1,0.34950149209245884,0.009061207074581228,0.31151882399661585,0.3650046021447615,101
M-Precision,0.46973507714047985,0.015204964689426382,0.4293072518635437,0.5158071864587466,101
M-Recall,0.5075483650892993,0.022552236210677194,0.44142287327310575,0.5588452487129537,101
M_to_E,0.39978389476073395,0.026642165288838636,0.331365264475334,0.4649168469465237,101
M_to_L,0.09266774014996602,0.019012179417928952,0.0570479910845551,0.1382683125802289,101
Rev,96.56435643564356,5.303194545482818,84.0,111.66666666666667,101
Jump,53.67326732673266,5.405959714985305,40.333333333333336,65.66666666666667,101
Smooth,0.08961904457210236,0.001203496327000252,0.08685403344795496,0.092772442409167,101
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
