Split_type,Task,Seed,Train_cases,Validation_cases,Test_cases,Config,q-MAE,q-RMSE,q-R2,Spearman,Pearson,q-Smooth
case_split,CSP1,2026,"1,2,4,5,6,7,8,13,14","9,10,11","3,12,15,16",b11_tiny_L3_k20,0.17842889087070374,0.20874465891555652,0.5086747316330197,0.813598166539343,0.7958794818988093,0.06160485049088796
case_split,CSP2,2026,"1,2,5,6,7,8,13,14,15","9,10,11","3,4,12,16",b11_tiny_L3_k20,0.2003900596715525,0.22567211779610666,0.42436575831532974,0.7277310924369748,0.7173480382359569,0.06408936778704326
case_split,CSP3,2026,"2,4,5,7,8,9,13,14,15,16","3,10,12","1,6,11",b11_tiny_L3_k20,0.2259078704268055,0.24989124448113947,0.37127017597185696,0.7590733590733592,0.7919421680862475,0.04633983180803411
case_split,CSP4,2026,"1,4,5,6,8,12,13,14,15","9,10,11","2,3,7,16",b11_small_L4_k30_qweak,0.2482590640295583,0.27786513720934297,0.10665583485094543,0.48476084538375974,0.4249134186263998,0.016772983165887687
